bwd_byts_b_avg_median_443,bwd_byts_b_avg_max_5228,flow_iat_min_max_443,fwd_iat_mean_median_443,flow_byts_s_median_443,bwd_header_len_mean_80,subflow_bwd_pkts_mean_80,tot_bwd_pkts_mean_80,flow_iat_std_median_443,bwd_byts_b_avg_max_443,fwd_pkts_s_median_443,bwd_pkt_len_std_median_443,bwd_blk_rate_avg_mean_443,bwd_pkt_len_mean_max_443,fwd_iat_std_median_443,flow_pkts_s_median_443,bwd_byts_b_avg_sum_80,bwd_seg_size_avg_max_443,bwd_iat_std_median_443,bwd_blk_rate_avg_median_443,hash,malicious,Flow_Network_Analysis,MAS_Analysis
4418.0,6560.0,2043.0,12175.08695652174,64964.42083122772,80.0,4.0,4.0,20656.702003104507,6910840.0,75.11916631383421,486.5814805251867,2704227.92213226,1491.8384615384616,27921.007018257427,151.6857537906853,0.0,1491.8384615384616,20102.638129360035,2213498.622589532,42D76C5DD679F72D40FD7976BAE731C5A3DBF22E4168891B508F2D1399092CD7,0.0,0.0,False
3480.0,6748.0,2035.0,8927.888888888889,66662.56167114367,93.33333333333331,4.666666666666667,4.666666666666667,17778.45191495015,6910955.0,85.04021187161358,456.66170583950543,3862886.898005784,1491.8386287625417,23621.736435372863,163.43875132793983,0.0,1491.8386287625417,20645.65260022692,942394.906680621,BDAA2ADF4F747A7BCED2B62B8DCB34D59801DEC4C1348D41E432C072EC804536,0.0,0.0,True
3214.0,6746.0,2286.0,11888.125,55266.93044325936,80.0,4.0,4.0,17424.885050568057,26477659.5,88.89400174650568,470.7164704597983,3110829.4795534257,1492.6800368361812,23392.011539649466,183.0170624192764,0.0,1492.6800368361812,22785.334852164444,647762.1415723204,83A29BE619D7A820873B1806088FA0F8E426A3FB1F7DDD2AA76F28FAA5B87512,0.0,1.0,False
3214.0,6746.0,2095.0,12372.222222222224,60947.80536190257,120.0,6.0,6.0,18886.21081269533,6910956.0,83.14798262207162,451.37352358879,3227875.4005207983,1491.8695652173913,20804.614085550813,164.4440616117084,0.0,1491.8695652173913,20629.563015430365,1567573.4179955265,DE97C2133CD114D285D01D369FFDF18DB8B59E292A834E419C700AAC345805F4,1.0,1.0,False
4419.0,6746.0,2060.0,11095.5,63405.44148247026,80.0,4.0,4.0,18470.33825665617,5006392.0,78.42060893602839,516.5908543550922,3959217.9202565886,1491.9277108433737,27214.61610566809,151.1854134553513,0.0,1491.9277108433737,25532.415538422265,2916831.6831683167,23302AC705A194C87AF981CCB9AB6AFDED055DFE3B2C7B3C00252A76FAE64671,0.0,0.0,True
4413.0,6746.0,1923.0,10163.0,59848.063739114325,80.0,4.0,4.0,15079.68148532343,26477659.5,90.07081818079466,497.58512338825113,2937804.8397526243,1492.6800368361812,19789.558395078508,189.45742308757303,0.0,1492.6800368361812,17242.751958703546,1318959.8420013166,56A72528254FA903F8D0DEC64C1384C2B86544B8974E221C82981BD09EE25D74,0.0,0.0,False
4601.5,6744.0,2567.0,16123.023076923077,46817.70633854134,100.0,5.0,5.0,26196.35345027448,6911014.0,58.02758979121684,496.25173678827525,3083972.7783879004,1492.3277835587928,34037.07844791842,121.10369989155176,0.0,1492.3277835587928,32148.12447197826,1670073.8729375768,F49FBDDF5DCCBF166CC35A2BFD5AC26E61E7ACB4C0CF7FD7EEE5482F9AE385EE,1.0,1.0,True
0.0,6746.0,37275.0,27689.5625,17353.796336473886,68.57142857142857,3.4285714285714284,3.4285714285714284,30289.95106068645,26655971.0,37.600220869511816,432.47214939230486,2548015.7139623426,1493.6245409375674,42469.81025808538,83.79883626253283,0.0,1493.6245409375674,40168.29719296546,0.0,1563B83AD297476272B1356DD34F9F5AAF7C6DD48229CBBEFF0492807DCE491B,1.0,1.0,True
4415.0,6744.0,1924.0,11804.590909090908,72489.39855265516,80.0,4.0,4.0,14136.40439084734,26477659.5,87.11374827160105,452.0927528795901,2830933.319816334,1493.6355208786429,19337.59887660937,186.0087423706776,0.0,1493.6355208786429,19524.89301525156,1071801.3021977288,0D879F500A008CDA46462390A3617968666F7FD64339B56AA0BCCAECC34544E5,1.0,0.0,True
4412.0,6748.0,2155.0,11598.555555555557,77595.83965016338,80.0,4.0,4.0,18608.102114763595,26477663.0,95.47320612665204,475.96392720457294,2676290.406126784,1492.853385501576,21151.639947583782,172.4352649276251,0.0,1492.853385501576,16100.230410691138,1297742.1396919182,F3F1123CFD6FEB5005291E96CE131E538B64D7D1D5F5903736FD43CD5D412ACD,0.0,0.0,False
0.0,6746.0,31400.0,29581.125,15779.527054621749,80.0,4.0,4.0,32059.340606690625,26655996.5,32.72608268790226,432.47214939230486,1371301.5898815007,1482.1718503040531,44663.973586101805,76.07485765993738,0.0,1482.1718503040531,41514.05183522536,0.0,9735B4DED87D0C3E296C46EBA0531411F2E7743937BD56700D37E965F2DC8387,0.0,0.0,False
4606.0,6745.0,1941.0,9639.333333333334,60388.647675526845,100.0,5.0,5.0,17773.283175353812,26477660.0,82.75747920718335,518.5036295348668,3887740.520081792,1493.6746866759102,21852.74959423422,165.5149584143667,0.0,1493.6746866759102,23988.67920636973,2650683.260126891,2C234B867394C365D6A2E9BA452AC3F6983741E5B445E27A5407D090406C593A,1.0,1.0,True
2982.75,6745.0,2122.0,9970.67777777778,75382.69749994017,100.0,5.0,5.0,15409.051896232248,6931720.0,100.87127792609908,445.29521885820577,2782665.0819486342,1491.927376171352,19171.69289722377,190.1884285660695,0.0,1491.927376171352,21440.996051184226,661473.9978681568,E53F8755103A3CB3AB02366838F66EC65690CA43F483567D073F3469F30B2BBA,0.0,0.0,False
4412.0,6747.0,2013.0,10700.136363636364,77484.89300506856,80.0,4.0,4.0,16848.380235598153,6910811.0,102.36432617592902,503.17908892692526,3247398.297863973,1491.7865711429524,24611.642110761804,206.98589353460773,0.0,1491.7865711429524,23870.10133393512,1441208.0187710335,46DF2BE7ACCB84B9120C9D0E6DACBCF37EEF15D8A5A662373F8FC2B6EDC1223F,0.0,0.0,False
0.0,6745.0,3787.0,35960.8125,13197.734828476736,80.0,4.0,4.0,43427.34359405494,26655996.5,28.24371325353352,432.47214939230486,1733832.5281143517,1486.7932191417976,55116.41516232163,60.19388044263568,0.0,1486.7932191417976,51690.44279828603,0.0,F27B70C4986F34D7F30B166C2949C9ADA5137558AB1149CA7E55FB4506C1CEE9,0.0,0.0,False
4412.0,6747.0,1964.0,9804.65053763441,73857.3793656395,80.0,4.0,4.0,15564.033508273444,6911043.0,89.27886256048602,472.0085163299828,3937840.780601397,1491.8386287625417,22736.682306879964,216.09206323232584,0.0,1491.8386287625417,18863.377777234706,2906676.06022504,0E37C5FB72CB4448B777FB12E90DFAD38CCDA2B50B028F6F73748CC9B28C1093,0.0,0.0,False
5134.0,6746.0,41642.0,56998.25,11016.041883880129,98.85714285714286,4.942857142857143,4.942857142857143,81701.82081288785,26655996.5,18.975972202309165,653.6532656661146,7774990.81488541,1493.5870439877947,106667.04616885616,37.990201450349,0.0,1493.5870439877947,95916.61403665494,9267148.014440434,5D69AAFAE9A4A57D534D8C095345ECE5BEA568603F9216E39BD48302C1BD03E9,0.0,1.0,False
0.0,6747.0,23579.0,34395.375,13831.855735955804,80.0,4.0,4.0,40218.83244406257,26656000.0,31.62766507005528,432.47214939230486,714351.4423913631,1483.8329273244012,54812.73499251223,66.68491727560526,0.0,1483.8329273244012,51183.5451635208,0.0,B4B5E9550C40A2F66313345FE0519D4225E57F00B21CF87D763A74ADAD25B4DD,0.0,0.0,True
0.0,6746.0,5764.0,27905.367647058825,18819.27154693588,276.0,13.8,13.8,32062.449488083177,26656000.0,35.278309520885884,432.47214939230486,4923908.862050852,1493.6261071505726,42520.10713901036,80.87282905279022,69529.0,1493.6261071505726,40883.58174310958,0.0,BF930235FDAF018BD2C6CC787C1F07C89DB443253735A5842CAFED2E5F16C757,0.0,0.0,False
4430.0,6746.0,2152.0,12808.833333333334,61356.835241434965,80.0,4.0,4.0,22376.58650863769,6910955.0,78.56188891348907,499.8704105608956,3162288.8990997,1491.927376171352,29713.908580228668,144.78727700854245,0.0,1491.927376171352,31487.653451417165,2398922.473790794,015CE786C5DE0D32BCD10B41D1B94960A17FD91A99BD3FE7EEEB407B1FBBA3D1,1.0,0.0,True
4412.0,6744.0,2168.0,10759.1875,76365.70710442604,80.0,4.0,4.0,14866.712630288805,6910955.0,93.56024812177802,560.9245096762626,3371030.8798279027,1491.9277108433737,21587.356749579,196.36335074421712,0.0,1491.9277108433737,21576.54974409428,2115365.5844403,34DB64EC96836D0392B04D9C4E606320D18E69073A5192E05C8EFC29539399D6,0.0,0.0,False
4412.5,6747.0,2139.0,11473.224431818182,55601.68765282453,80.0,4.0,4.0,22544.6960346855,6910811.0,73.00081317345771,503.1089251750143,3177384.2958220886,1491.6869667057051,28641.40721465636,155.75698902017433,0.0,1491.6869667057051,23484.783371771937,1171183.361463568,F86F504B71858FBCF742A607FE91A88635C0A825C3B3DE6CC28C0F990F863390,0.0,0.0,False
4222.25,6748.0,2796.0,37087.60625,19308.923866259043,100.0,5.0,5.0,83965.69051361174,5006450.0,23.777210033367155,535.7637618448487,3268869.198293724,1491.7526294498382,109701.29761004938,45.05279610643496,0.0,1491.7526294498382,110398.44125648256,934513.319751978,A41CDEFB119F72795752758852B33AA1AC704E0C7D6A95B48B574CC78C5DA40D,1.0,0.0,False
4412.5,6746.0,2383.0,12725.27777777778,57444.22311586885,80.0,4.0,4.0,20693.97784466668,6911042.0,68.42830282782677,489.5403215335939,3660708.3452664153,1491.9373855120732,26487.82965870678,149.9856300933958,0.0,1491.9373855120732,25340.650022037626,1539247.5189609863,98AD4EADA169062BE920BCB06D3FF261737A700148A7A957E7308D20EEC18ADF,0.0,0.0,False
4611.5,6746.0,1973.0,11392.954545454546,75465.83020467352,80.0,4.0,4.0,15801.763226230802,5006450.0,82.54661986524465,495.9919354436448,3790187.1798960175,1491.8290338897318,19638.30984463545,165.0932397304893,0.0,1491.8290338897318,20003.8038656458,2330416.3175726766,19C29AC0167644D32AD54A53AF2CB7922C41407BFF7C4F518D1ACFABDBBF12BB,0.0,1.0,False
0.0,6746.0,28576.0,28120.875,16795.370086256862,80.0,4.0,4.0,31002.00492944064,17770664.333333332,38.01446239102521,432.47214939230486,1626748.248976972,1493.5481719501,43003.83442187888,80.58771843171101,0.0,1493.5481719501,40415.53489274473,0.0,F0DAAA26F2943E4D6196BBC248260B53626AA2982A87EFB3D4F458A86DD35A3C,1.0,1.0,False
4602.0,6745.0,8371.0,9423.319444444443,86140.02701796143,80.0,4.0,4.0,15545.315306044846,6911043.0,115.21446120839082,487.39152770122087,3631561.428829713,1491.958500669344,16516.122215568703,234.8579504268924,0.0,1491.958500669344,17650.766185563174,2533409.961859714,09511A1FA1995FAE2929E36B0815598921538F04FFECF3DF6664BDD668AAF277,1.0,1.0,False
4599.5,6746.0,1991.0,16925.269736842107,47689.796833033775,100.0,5.0,5.0,25241.391268924617,26477664.0,63.21676659289854,499.02573998159903,2789255.252598684,1492.8496383707652,36254.02714935498,137.76560273341934,0.0,1492.8496383707652,38427.90202546572,1559866.9503719483,D978794C4206C460456A8C2C20ACA4671D5B614F117CF0C4256D43634BEA8AD1,1.0,1.0,True
3480.0,6745.0,1951.0,11800.111111111111,71649.19125416565,80.0,4.0,4.0,20036.311214641417,6911042.0,74.72395247556624,432.47214939230486,3931070.429948904,1491.473045167557,24202.933805550263,149.8536364587427,0.0,1491.473045167557,23483.682529867,1709163.346613546,232D87CE6B5558CBEA346AC62202E472568C57FAB62D2D40ED38BA46C332C8FA,0.0,0.0,False
0.0,6748.0,24808.0,36295.625,13562.716810748308,40.0,2.0,2.0,49337.08165927856,5006024.0,30.962521587758108,432.47214939230486,572384.1963615802,1489.631696428571,67112.71372649429,65.25868198070404,0.0,1489.631696428571,62866.78424658107,0.0,CDB3D9D9DF173DD096E87A7EB90D91EE75ABEDB8EF75E4390A85982D589FA43C,0.0,0.0,False
0.0,6746.0,22297.0,36638.3125,13320.980921559752,325.0,16.25,16.25,41658.21401452528,26656000.0,29.63377639547324,432.47214939230486,1060774.4813580518,1489.7152493867538,56220.79596437429,61.73190300076883,69528.0,1489.7152493867538,53571.27506675977,0.0,B1DCC6FC72AEDD34156E7A17B8E72B0E59F6887616257056E0E4CA669857FA7D,0.0,0.0,False
0.0,6746.0,41146.0,35277.375,13279.644168884995,182.0,9.1,9.1,37691.46658543696,26655996.5,30.237871253863727,432.47214939230486,2028297.544640974,1477.8996554579203,51476.76021031238,64.36685039450104,69529.0,1477.8996554579203,47842.92411657853,0.0,C3CDDD8D8FE0E122379951D6864B6FE89A0EDBD65745D5761B98AD702BA8376A,0.0,0.0,False
4418.5,6747.0,2074.0,8981.571428571428,73728.18536114402,80.0,4.0,4.0,14762.213727366678,5006452.0,107.09392839957394,502.8580064494322,5978242.7602345785,1491.9275435073628,18788.324606046343,203.7218837417627,0.0,1491.9275435073628,16617.683584949184,3366136.621585233,32DADFC7AC984D35C93CF65B17A06C6BA00BEC86A67C8ED2D19603AC0E3E82DF,0.0,0.0,True
4417.0,6746.0,2458.0,22782.272727272728,32176.523631728185,100.0,5.0,5.0,40137.3496447549,26477663.0,41.74984017639308,552.9632140709747,2696569.970962986,1493.6748497947422,57608.90678604597,86.10904536381072,0.0,1493.6748497947422,54541.07447951661,1344964.7144662233,7FB7A2173006B7140CF1818A95450BE337C096DA77BA03C87B12C7A6DB38940C,0.0,0.0,False
3214.0,6745.0,1974.0,11191.166666666666,74099.06710233461,100.0,5.0,5.0,13917.233102993408,26477660.5,89.55758552749418,467.15841464646655,2810509.71469268,1493.674713862382,19371.94470594008,179.11517105498837,0.0,1493.674713862382,17204.190721190396,653292.0712837477,8EAC8CD8D5A3F02B477C9AD620D278D59E518616733326FCFFE67834AB687CF9,1.0,1.0,False
0.0,6746.0,28784.0,27245.3125,18014.419712609582,193.3333333333333,9.666666666666666,9.666666666666666,34046.80846268978,26656000.0,38.21471307052099,432.47214939230486,1105445.4712207536,1484.2410194500335,44677.87665354194,80.06352417064504,74005.0,1484.2410194500335,40592.258614945145,0.0,D55660620A1D9FB140A301B26BB33474CE200FD5FA13C616E5FA7105732DB9F5,0.0,0.0,False
4604.0,6745.0,2351.0,8710.052631578947,75332.17146603137,100.0,5.0,5.0,16972.395806418204,5006450.0,98.41923354730558,470.9978705714498,3482300.0266744387,1491.9586680053546,20105.248828104566,204.15933256451711,0.0,1491.9586680053546,17692.17098274941,2012908.4325487013,5C4E44AF203B7FB3634F043256F67F5E03965458F507638FBA54554EEB28C41F,1.0,1.0,False
4606.0,6744.0,3310.0,38296.4,21639.109681327747,100.0,5.0,5.0,65941.22699495542,26477663.0,23.10182322020625,524.1361616758868,2668151.5793857565,1493.6357111787734,83069.96303622628,54.66650179943902,0.0,1493.6357111787734,86951.8344065648,1387203.3643736858,3AE8B744BB439F1C75D3CFF454E62E8E90A9B849AAA0F43A6513ECB801B0B561,1.0,1.0,False
4411.5,6745.0,2126.0,17547.045454545456,39350.70428630647,80.0,4.0,4.0,26206.566837559985,6911042.0,56.77125260741191,460.1359476630071,3685974.646893505,1491.994839354087,31841.12307463372,111.36702438530988,0.0,1491.994839354087,27834.697180293413,941389.308694683,39EE4AEA15463021F481830149AA31377D2CA52E4F45E43D6C9F2C8B1C08DF9B,1.0,0.0,False
4240.75,6747.0,2192.0,9213.554545454546,73486.39640872675,80.0,4.0,4.0,15008.50542122224,6911101.0,102.51626758968644,476.9757034126925,3944145.37731241,1491.8386287625417,17702.91892596143,205.1252263460564,0.0,1491.8386287625417,18635.901702704177,1630971.509438118,43EBB38117500CE3217CCF914E9EF04FCB79E5DFF0AE8115CD7ED88A3DFED5EC,0.0,0.0,False
4608.0,6746.0,1986.0,24544.09090909091,33742.95554583866,100.0,5.0,5.0,44741.88117646726,26477660.5,32.56433219543548,520.3434376100353,3811315.934045325,1493.7138546027948,63668.75311685742,70.28349397626994,0.0,1493.7138546027948,38108.34551481865,3843325.735103036,1178F62B457018EF924FC6699FE6BFC4D27C4BDC8B99C0F9DFD5716FEF4B8D9A,1.0,1.0,True
4604.0,6746.0,1951.0,10704.2,71959.08666496901,80.0,4.0,4.0,18021.29815450468,6911043.0,87.976505642651,472.0321073825381,3118278.802110091,1491.8697324414716,24895.27377932098,190.5487804878049,0.0,1491.8697324414716,19445.04302754793,1811662.7265563435,1F47A428E4622B57FAE4469FE3C7A03B32EB78675C2D2D8055BEBF80947D72E3,1.0,1.0,False
0.0,6748.0,1157.0,33816.125,14566.300507103888,80.0,4.0,4.0,47361.59781815737,5005986.0,33.19526561745038,432.47214939230486,368996.8572147847,1488.5426879084966,66659.25063792252,69.79447045721447,0.0,1488.5426879084966,64152.71894895189,0.0,1AE1BB0074BFD6B4FDB46A922ECBA0B821FE95E5ED828C79EE803CC6D2C45964,0.0,0.0,False
0.0,6747.0,24563.0,30912.847222222223,15144.579229312658,80.0,4.0,4.0,35168.991081109074,26656000.0,33.93543596240219,432.47214939230486,619656.9647555762,1493.587233008398,46774.76777146738,72.52959052923924,0.0,1493.587233008398,43579.966891494674,0.0,FB0CA6B1646E8882DC11FF4E30D33090C9576466C897694D371D5A5DE116B406,1.0,0.0,False
282.8333333333333,6747.0,2680.0,8297.345238095239,84092.62725676526,80.0,4.0,4.0,11089.715967474123,6911043.0,113.40474167396052,443.1464644666403,3055864.1885453924,1491.9275435073628,15509.693552353318,234.79730879911148,0.0,1491.9275435073628,13736.2923215043,29085.13091860545,85468C94EC2ABB51AB141E542CE40FB74B68EF9007E35A6AE5CD1A9AA0C6F9F8,0.0,0.0,False
4418.0,6748.0,3064.0,24471.15897435897,27202.99716488232,100.0,5.0,5.0,37251.25121227501,26477659.5,39.86900533020665,502.2245820900874,3166629.501099083,1493.674659489438,47731.128109754645,77.29176382941993,0.0,1493.674659489438,48541.1521387053,941314.42269954,5822F4E451CFBF4F6BF8B38B8C97AC7E6A4821F9D287DB6E194DC47567BDF235,0.0,0.0,False
4418.0,6748.0,1995.0,10656.125,58950.40518197468,80.0,4.0,4.0,21151.82510709445,6910811.0,80.77352528924048,526.242234041405,4406962.726278671,1491.9275435073628,24518.02221445673,165.79840659005035,0.0,1491.9275435073628,24376.72609457316,2248730.964467005,82A78FBFE39B6F469E9A191C1C43C5DB75905E68506516FA100CD50DA7FC727B,0.0,0.0,False
4418.0,6748.0,2066.0,10850.0,95518.8679245283,80.0,4.0,4.0,15885.047286710242,6910811.0,100.80340312288943,488.51618981189694,3777254.1972718406,1491.9275435073628,20404.810634394777,201.60680624577887,0.0,1491.9275435073628,20797.110120665653,2139813.581890812,E2576EA8386BAA2D4818E928F39EB3FAF27FD4615ED42A6FC6D6F14A1CC8CD6B,0.0,0.0,False
4605.0,6746.0,2142.0,20543.666666666668,37888.17971149086,100.0,5.0,5.0,35157.13906239342,6911013.0,52.578078446493045,486.942569627777,3905952.910590378,1491.8695652173913,46404.38990278829,101.65095166321989,0.0,1491.8695652173913,45579.08660155553,2629296.2356792144,1583589CB78E1322CACE51495EF1EFCE7F90B08ECFC0EDAF9FC6DDFB21021879,1.0,1.0,False
4431.0,6746.0,2037.0,15001.833333333334,40541.00335947643,100.0,5.0,5.0,21960.5,6910810.0,51.53804243789666,518.4608832882187,4173912.6427910654,1491.3878951747088,21334.44646575111,96.51878535778891,0.0,1491.3878951747088,19616.67662576921,1530773.3390301217,618A8A9A875F33003D21042E2ECBB7FA11AAAA14AB6D90575D66B5CE0E56F13B,0.0,0.0,False
4604.5,6744.0,2106.0,9045.20673076923,95761.97628128152,80.0,4.0,4.0,11745.854980221784,5006363.0,120.9687050738383,490.7860602805026,3872014.736026248,1491.958500669344,16754.4502721827,233.5345770742985,0.0,1491.958500669344,15679.606638857083,1687648.510604723,2F7D124B5BFD4F6A4453EB57BCAEC12BDD68D85B910463270071741A4FE4C46C,1.0,1.0,False
0.0,6748.0,15185.0,24782.875,19828.531752820072,80.0,4.0,4.0,29793.946265802155,5005899.0,44.11721453711238,432.47214939230486,1127444.809621683,1487.693202694427,41786.237342387925,95.09033581902808,0.0,1487.693202694427,39700.13172662165,0.0,54323987E715C57E630553307465D56D0BE4C13991B26A37E78EDFB8F78AF7F5,0.0,1.0,False
4600.0,6746.0,2367.0,34881.72222222222,22536.35120426446,100.0,5.0,5.0,52472.17988478246,26477663.0,29.713897614398505,496.0317488275073,2856666.432637909,1493.6748497947422,74667.34822874889,61.47830737924124,0.0,1493.6748497947422,69641.7667082305,1539498.94480069,0AF48FA5424C453CA025DD1B51FB2B91BBD7A2E07A47D4F805C6DF40214F37DD,1.0,1.0,False
0.0,6746.0,2021.0,14638.392857142857,59747.35175324205,100.0,5.0,5.0,22798.65351200865,6910840.0,68.4584823990125,487.2910474718335,2915328.310531074,1491.8697324414716,29946.99795140724,117.84308418183448,0.0,1491.8697324414716,30168.128469159696,0.0,CA0331316862ADCFA233D51633E7F4E7FABF3D7282CB16A7FBF0FEC7420B7DA7,0.0,1.0,False
4014.6666666666665,6746.0,2465.0,17244.2,47049.43420965122,100.0,5.0,5.0,22638.688395163448,19498122.0,58.90356896724372,497.5288995798735,2168859.243653941,1493.5156146179402,27465.648575162413,115.94442949129382,0.0,1493.5156146179402,29121.154318800192,877803.872164257,F4F893E78A045FA4F24E22E4C44CC2B12B23CC4DE51E2C9F4E3265F12EBCCB47,1.0,1.0,False
