flow_duration_443,flow_byts_s_443,flow_pkts_s_443,fwd_pkts_s_443,bwd_pkts_s_443,tot_fwd_pkts_443,tot_bwd_pkts_443,totlen_fwd_pkts_443,totlen_bwd_pkts_443,flow_duration_53,flow_byts_s_53,flow_pkts_s_53,fwd_pkts_s_53,bwd_pkts_s_53,tot_fwd_pkts_53,tot_bwd_pkts_53,totlen_fwd_pkts_53,totlen_bwd_pkts_53,flow_duration_80,flow_byts_s_80,flow_pkts_s_80,fwd_pkts_s_80,bwd_pkts_s_80,tot_fwd_pkts_80,tot_bwd_pkts_80,totlen_fwd_pkts_80,totlen_bwd_pkts_80,flow_duration_853,flow_byts_s_853,flow_pkts_s_853,fwd_pkts_s_853,bwd_pkts_s_853,tot_fwd_pkts_853,tot_bwd_pkts_853,totlen_fwd_pkts_853,totlen_bwd_pkts_853,flow_duration_5228,flow_byts_s_5228,flow_pkts_s_5228,fwd_pkts_s_5228,bwd_pkts_s_5228,tot_fwd_pkts_5228,tot_bwd_pkts_5228,totlen_fwd_pkts_5228,totlen_bwd_pkts_5228,flow_duration_123,flow_byts_s_123,flow_pkts_s_123,fwd_pkts_s_123,bwd_pkts_s_123,tot_fwd_pkts_123,tot_bwd_pkts_123,totlen_fwd_pkts_123,totlen_bwd_pkts_123,flow_duration_68,flow_byts_s_68,flow_pkts_s_68,fwd_pkts_s_68,bwd_pkts_s_68,tot_fwd_pkts_68,tot_bwd_pkts_68,totlen_fwd_pkts_68,totlen_bwd_pkts_68,flow_duration_67,flow_byts_s_67,flow_pkts_s_67,fwd_pkts_s_67,bwd_pkts_s_67,tot_fwd_pkts_67,tot_bwd_pkts_67,totlen_fwd_pkts_67,totlen_bwd_pkts_67,flow_duration_9999,flow_byts_s_9999,flow_pkts_s_9999,fwd_pkts_s_9999,bwd_pkts_s_9999,tot_fwd_pkts_9999,tot_bwd_pkts_9999,totlen_fwd_pkts_9999,totlen_bwd_pkts_9999,flow_duration_8080,flow_byts_s_8080,flow_pkts_s_8080,fwd_pkts_s_8080,bwd_pkts_s_8080,tot_fwd_pkts_8080,tot_bwd_pkts_8080,totlen_fwd_pkts_8080,totlen_bwd_pkts_8080,hash,repack
4786854.18292683,221487.84955098,521.480750399977,232.09961956698,289.381130832998,106.292682926829,205.914634146341,9819.24390243902,292965.231707317,0,0,0,0,0,1,0,82.0333333333333,0,743378,21874.4588731211,200.771760421541,114.629471826419,86.1422885951225,5,4,638,410.5,52453019,10.2344877763812,0.138303888870016,0.138303888870016,0,6.66666666666667,0,493.333333333333,0,192614.5,24963.3931262539,105.513143876262,53.75112971796,51.7620141583024,10,9.5,1167.5,4177,13230,13605.4421768707,151.171579743008,75.5857898715042,75.5857898715042,1,1,90,90,478,2468619.24686192,4184.10041841004,4184.10041841004,0,2,0,1180,0,490,1232653.06122449,4081.63265306122,4081.63265306122,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB242966B200498E90F65B49C786CD5E679487F4FA4293F6930B73FB4DE62EEE,0
6975259.32432432,563949.977760826,678.429346681878,210.378076508428,468.051270173451,314.629343629344,1020.50965250965,22403.7181467181,1406646.28571429,0,0,0,0,0,1,0,82.8934911242604,0,2739584.3,12557.4710646398,114.639703587474,62.9775003704049,51.6622032170686,4.1,3.5,491.9,312.5,18028677.7142857,2.34546956878715,0.0316955347133399,0.0316955347133399,0,2.71428571428571,0,200.857142857143,0,702892,11851.4723148859,50.6537645719386,25.4794831230765,25.1742814488622,10.5,10.3333333333333,1090.5,5338.66666666667,94572.6666666667,5406.19555103197,60.0688394559108,30.0344197279554,30.0344197279554,1,1,90,90,418.5,3606651.96243117,6112.96942784943,6112.96942784943,0,2,0,1180,0,429,1769857.58683105,5860.45558553328,5860.45558553328,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789D5B71EC047796997B93A76BF69142E7EC30E3AF33980AB7EBEF58987B51A0,0
4946439.43712575,218917.239169782,594.822353107205,247.528261138037,347.294091969168,117.994011976048,236.425149700599,10246.502994012,339643.880239521,0,0,0,0,0,1,0,81.7,0,1617387,84385.4922299654,775.788122958783,443.213226505609,332.574896453174,5.5,4.5,723,469.25,52440914.5,10.2351365683594,0.13831265632918,0.13831265632918,0,6.66666666666667,0,493.333333333333,0,299752.833333333,20584.3638963116,102.431450616996,50.2554374885474,52.1760131284485,9.5,9.66666666666667,1096.83333333333,4173.5,9620,18712.2488807771,207.913876453079,103.95693822654,103.95693822654,1,1,90,90,437,2730483.49774692,4627.93813177445,4627.93813177445,0,2,0,1180,0,448,1362579.81348319,4511.85368703044,4511.85368703044,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C02245997EBDDDF7C46285C8EB4DFAFF7FF822EF6F6A08F69E27F6F228C922F4,0
6302579.73652695,704100.897205569,705.279775638296,190.673106370172,514.606669268124,303.508982035928,1210.90419161677,22605.3053892216,1630202.16766467,0,0,0,0,0,1,0,83.3870967741936,0,11541032.4285714,5078.2212468162,43.5038495845981,22.147950400594,21.3558991840041,5.85714285714286,5.14285714285714,588.857142857143,2771.85714285714,0,0,0,0,0,1,0,74,0,987693,6319.77239079576,23.0792683670645,11.7219930095353,11.3572753575292,10.3333333333333,10,1082,5278.66666666667,139095,1294.07958589453,14.3786620654948,7.1893310327474,7.1893310327474,1,1,90,90,160,7375000,12500,12500,0,2,0,1180,0,171,3532163.74269006,11695.9064327485,11695.9064327485,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B33E5C205C9AB8D528F2C770A10374D562005249578D07140A09B04B88959D30,0
5212304.01038576,418270.747899202,447.386963166818,130.269003110764,317.117960056053,191.793768545994,665.663204747774,14175.9005934718,902528.862017804,20101.5662650602,0.138006599459539,0.00160472790069231,0.00160472790069231,0,1.00401606425703,0,83.2650602409639,0,4488937.75,7724.82860422555,65.6303445184652,31.34248198022,34.2878625382453,4.08333333333333,3.58333333333333,564.166666666667,344.666666666667,0,0,0,0,0,1,0,74,0,825502.75,9372.33363604161,31.9040293913919,16.3183376821781,15.5856917092138,10.125,9.75,1096.375,5035.5,156401.25,1378.23203285965,15.3136892539961,7.65684462699805,7.65684462699805,1,1,90,90,248.333333333333,4952159.03067273,8393.48988249616,8393.48988249616,0,2,0,1180,0,261.666666666667,2387572.21171014,7905.86825069584,7905.86825069584,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05429C7CEA8197CCACA03DF8FC3EC78918A1242125EED00BECA5B01754EEC9C4,0
7264597.78095238,506096.612147132,514.398761532253,140.250034312457,374.148727219796,229.195238095238,839.480952380952,17423.7023809524,1135033.67857143,0,0,0,0,0,1,0,82.1502145922747,0,5576856.83333333,5383.96498977452,47.7317555889567,25.3006431529555,22.4311124360011,4.83333333333333,4.16666666666667,664.333333333333,418.833333333333,0,0,0,0,0,1,0,74,0,477976.4,8824.79292771751,35.4646675809317,18.5522277948154,16.9124397861163,9,8.2,1123,3410.2,109658.5,1799.12672154126,19.990296906014,9.995148453007,9.995148453007,1,1,90,90,205.5,5747842.98852754,9742.10676021617,9742.10676021617,0,2,0,1180,0,219,2760811.4877275,9141.75989313742,9141.75989313742,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AD2830E29870EA221AD0A58B02CB0CCCA5EE1ACE523FCF119C1851F7FB7C3D27,0
2750503.64285714,44253.7535233338,104.925391053717,46.2337391263036,58.6916519274133,29.9013605442177,54.3775510204082,3338.99319727891,67750.7789115646,0,0,0,0,0,1,0,81.8620689655172,0,5385465.5,4948.25482926578,45.4558645167992,25.9614199139024,19.4944446028968,5,4,638,410.5,0,0,0,0,0,1,0,74,0,958286.666666667,6093.65630269543,20.3162575612976,10.5621778289181,9.75407973237953,10,9.33333333333333,1063.33333333333,5242.66666666667,140117,1284.64069313502,14.273785479278,7.13689273963902,7.13689273963902,1,1,90,90,230,5130434.7826087,8695.65217391304,8695.65217391304,0,2,0,1180,0,247,2445344.12955466,8097.16599190283,8097.16599190283,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7EB3F5D74641A3F9B19E646D0920EBAEA0A381352FF1195EEDC6A0B92089F24C,0
6414546.30805687,121761.607831143,157.430174668678,55.2767384830735,102.153436185604,182.758293838863,728.028436018957,13955.028436019,989066.208530806,0,0,0,0,0,1,0,83.8072289156626,0,5742322,5525.64131284763,50.7142543479054,28.9545435850919,21.7597107628135,6,5,808,528,0,0,0,0,0,1,0,74,0,548004.333333333,7744.80760102609,30.4505538289931,16.1410664125798,14.3094874164133,8.66666666666667,7.66666666666667,1111,2916.33333333333,141996,1267.64134200963,14.084903800107,7.04245190005352,7.04245190005352,1,1,90,90,180,6555555.55555556,11111.1111111111,11111.1111111111,0,2,0,1180,0,193,3129533.67875648,10362.6943005181,10362.6943005181,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56C42A147AB692F6F501BFA761BB9C4992D06DBAB07B9F647319D1D33B81E398,0
5635635.50757576,308168.497620419,346.953391531636,114.821129327141,232.132262204496,201.07196969697,768.352272727273,15282.2765151515,1033512.23484848,0,0,0,0,0,1,0,85.0761904761905,0,3341271,76626.0657231363,117.8006250252,53.316162150161,64.4844628750389,15.3333333333333,20,1224.33333333333,24387,0,0,0,0,0,1,0,74,0,514572,1935482.29740162,35736.8322324388,17868.4698177559,17868.3624146829,8,7.75,969,4129,160143.5,1145.70962973438,12.7301069970487,6.36505349852436,6.36505349852436,1,1,90,90,274,4306569.34306569,7299.2700729927,7299.2700729927,0,2,0,1180,0,293,2061433.44709898,6825.9385665529,6825.9385665529,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B57BF3D182F9FA7CBA71DD91D0E5327FF0428B351A4B424F1240AC1BF8267964,0
6119315.24257426,513855.4293285,526.546367454955,142.125011955082,384.421355499873,247.960396039604,989.608910891089,18525.6633663366,1331294.45544554,0,0,0,0,0,1,0,83.3267326732673,0,4289130.5,31663.3031299128,64.4107882340615,27.7921900389897,36.6185981950718,8.75,10.5,830.125,9452.5,0,0,0,0,0,1,0,74,0,1368373,4595.15786022493,17.5834853493463,9.16939365780549,8.41409169154085,10.2,9.6,1063.2,4800.8,138182,1302.6298649607,14.47366516623,7.23683258311502,7.23683258311502,1,1,90,90,263,4486692.01520913,7604.56273764259,7604.56273764259,0,2,0,1180,0,292,2068493.15068493,6849.31506849315,6849.31506849315,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5CA9FC60670CDA18B3E3ED65E27A40336286F23D380A2B7BEAE0EF841CA6EFBE,0
6971841.56521739,638221.934025171,638.076335950639,175.712159056261,462.364176894378,308.863354037267,1250.09937888199,22831.6086956522,1684969.72049689,0,0,0,0,0,1,0,81.972972972973,0,4840509,1011.14047603024,8.99698381835077,4.84499584482702,4.15198797352374,3.84,1.64,422.6,178.68,0,0,0,0,0,1,0,74,0,1030160,6781.25473255295,23.0612397529673,12.0182495358771,11.0429902170902,10.6666666666667,10,1099.66666666667,5339.33333333333,142919,1259.45465613389,13.9939406237099,6.99697031185497,6.99697031185497,1,1,90,90,250,4720000,8000,8000,0,2,0,1180,0,269,2245353.1598513,7434.94423791822,7434.94423791822,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73E158096C408367C5A514F578BD662EED178967EE48B72486E9CDCA1C72362D,0
3443103.66446281,73678.3229000072,130.279667845143,52.256155326222,78.0235125189208,108.538842975207,340.322314049587,8354.83636363636,468212.447933884,0,0,0,0,0,1,0,83.1528662420382,0,3049516,76924.3458320789,126.346347652327,59.9616615074262,66.3846861449011,16.6666666666667,20,1296.33333333333,24386.8333333333,0,0,0,0,0,1,0,74,0,759897.2,9944.20221376003,33.5948172608378,17.2307204375991,16.3640968232387,10.2,9.8,1116.2,4880.8,71332,2523.48786125406,28.038754013934,14.019377006967,14.019377006967,1,1,90,90,177,6771275.73350624,11476.7385313665,11476.7385313665,0,2,0,1180,0,190,3207737.03041145,10621.6457960644,10621.6457960644,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95205E6E11D08EDDF200E77B281E5F5E63A47ED67CC1918A6382F8DDF285BB3C,0
9854745.33333333,198918.739471068,225.79673341268,80.7796751406516,145.017058272029,106.74358974359,217.538461538462,10208.1025641026,309151.602564103,0,0,0,0,0,1,0,81.3611111111111,0,6415312.5,6147.24132609477,56.4944461484831,32.2713521420288,24.2230940064542,5,4,638,410.5,0,0,0,0,0,1,0,74,0,864072.666666667,7715.30720488637,22.584752019,10.3343426537857,12.2504093652143,8.33333333333333,10,973,5278,139573,1289.64771123355,14.3294190137061,7.16470950685304,7.16470950685304,1,1,90,90,202,5841584.15841584,9900.9900990099,9900.9900990099,0,2,0,1180,0,215,2809302.3255814,9302.32558139535,9302.32558139535,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65A36D864E7115432D5D913CC15C3C7C969C2F10C1A09032A5A6E8E593AB7515,0
5207525.18032787,386300.863302496,584.148462262985,245.891414406372,338.257047856614,138.754098360656,272.508196721311,12976.3278688525,390953.491803279,0,0,0,0,0,1,0,81.3191489361702,0,4116185.5,48666.4745305644,447.613772726677,255.872267693775,191.741505032901,4.5,2,467,205.25,63126839,8.20570271880429,0.110887874578436,0.110887874578436,0,7,0,518,0,264191,19270.1726528848,94.8828751127864,47.4414375563932,47.4414375563932,10,10,1167,4203,13200,13636.3636363636,151.515151515152,75.7575757575758,75.7575757575758,1,1,90,90,877,1345496.00912201,2280.50171037628,2280.50171037628,0,2,0,1180,0,885,682485.875706215,2259.88700564972,2259.88700564972,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5096158948318ED8AEAC424E26F0E58009C26A1FAA67A2570578CD427D8E132,0
3600365.3904974,175839.764249032,222.045462267195,76.8668738434484,145.178588423746,148.681514476615,388.395694135115,11095.2435040831,545461.46325167,21084.1705263158,0.143774856654671,0.00168169154806869,0.00168169154806869,0,1.00421052631579,0,83.6442105263158,0,5019677.6875,5910.80164072924,52.83715405923,28.5214818668763,24.3156721923536,5.1875,4.3125,690.375,443,0,0,0,0,0,1,0,74,0,960513.12,7468.87575908354,29.0188742050801,14.9270809649294,14.0917932401507,10.12,9.72,1080.16,4856.84,155162.625,1347.72146359812,14.974682928868,7.48734146443398,7.48734146443398,1,1,90,90,248,5000772.11397951,8475.88493894833,8475.88493894833,0,2,0,1180,0,266,2396182.72724276,7934.37989153232,7934.37989153232,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA93B974D251EDD5705E02D7627551AA4688ACADB8E4EAC2FA33511725F39061,0
3928881.01915709,538808.563198333,554.772861531947,146.71431556313,408.058545968817,194.532567049808,758.44061302682,14705.3869731801,1018649.7394636,0,0,0,0,0,1,0,83.1212121212121,0,6682314.0625,1524.48580724324,13.0555488224973,6.40320755994047,6.65234126255686,4.1875,1.0625,391.375,105.75,0,0,0,0,0,1,0,74,0,596124,5918.59899907808,30.4235161431231,15.7743768634211,14.649139279702,9,8.33333333333333,1129.33333333333,2953,143087,1257.97591674995,13.9775101861105,6.98875509305527,6.98875509305527,1,1,90,90,176,6704545.45454546,11363.6363636364,11363.6363636364,0,2,0,1180,0,193,3129533.67875648,10362.6943005181,10362.6943005181,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE8BF84F443205438D0BC3784FF4AD6FFBB05D4C7BA6479C0D95BDC124B44E5C,0
5755506.56976744,77886.8943448521,105.374653289627,40.5445816933371,64.8300715962897,189.308139534884,410.25,13546.8604651163,593425.168604651,101098.121212121,0.678190552937987,0.00807377388492388,0.00807377388492388,0,1.02020202020202,0,83.7575757575758,0,3142983,40622.3893864554,67.437059938679,32.050734061903,35.386325876776,13,15.75,1054,18363.5,0,0,0,0,0,1,0,74,0,1398862.5,3711.96980071186,13.3075377808189,6.95032949108541,6.35720828973345,9.5,8.75,1075.25,4111.5,174503,1031.50089110216,11.4611210122462,5.7305605061231,5.7305605061231,1,1,90,90,258,4573643.41085271,7751.93798449613,7751.93798449613,0,2,0,1180,0,275,2196363.63636364,7272.72727272727,7272.72727272727,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E247B4728061FFBBD658F8E44B33FC0928BFF96A566437463D097E2DA630AABB,0
