Index,Malicious,Pred
2048,1.0,1.0
3189,0.0,1.0
2448,1.0,1.0
1069,1.0,1.0
1282,1.0,1.0
576,1.0,1.0
651,1.0,1.0
3185,1.0,1.0
2794,1.0,1.0
2268,1.0,1.0
951,1.0,1.0
678,0.0,1.0
704,0.0,1.0
1646,1.0,1.0
1505,1.0,1.0
3815,1.0,1.0
2602,0.0,1.0
1898,1.0,0.0
408,0.0,0.0
2985,1.0,1.0
989,1.0,1.0
34,1.0,1.0
599,1.0,1.0
882,1.0,1.0
3066,0.0,1.0
2232,1.0,1.0
49,0.0,1.0
2807,1.0,1.0
2594,1.0,1.0
768,0.0,0.0
1475,0.0,1.0
1170,1.0,1.0
3137,1.0,1.0
3105,1.0,1.0
3845,0.0,1.0
3322,1.0,1.0
1317,0.0,1.0
22,1.0,1.0
1918,1.0,1.0
4042,1.0,0.0
3350,1.0,1.0
1161,0.0,1.0
2686,0.0,1.0
2052,1.0,1.0
1892,0.0,1.0
3244,0.0,1.0
2727,1.0,1.0
2210,1.0,1.0
3957,0.0,0.0
3336,1.0,1.0
3656,0.0,1.0
502,0.0,0.0
452,0.0,1.0
2270,1.0,1.0
2088,1.0,1.0
3950,1.0,1.0
3768,1.0,1.0
3934,1.0,1.0
3098,0.0,0.0
1311,1.0,1.0
23,1.0,1.0
1519,1.0,1.0
2441,1.0,1.0
333,1.0,0.0
3013,1.0,1.0
1846,0.0,1.0
202,1.0,1.0
3707,1.0,1.0
1976,1.0,1.0
2203,1.0,1.0
1902,1.0,1.0
491,0.0,0.0
727,1.0,1.0
2949,1.0,1.0
1752,1.0,1.0
2486,1.0,1.0
3890,1.0,1.0
1150,1.0,0.0
1571,0.0,0.0
3402,1.0,1.0
3229,1.0,1.0
3035,1.0,1.0
298,0.0,1.0
2329,0.0,1.0
2087,1.0,1.0
2948,1.0,1.0
3680,0.0,1.0
1101,1.0,1.0
776,1.0,1.0
3213,1.0,1.0
1267,1.0,0.0
3785,1.0,1.0
2873,1.0,1.0
1367,1.0,1.0
398,0.0,1.0
3856,1.0,1.0
4016,1.0,1.0
289,0.0,1.0
2540,1.0,1.0
3330,0.0,1.0
3119,1.0,1.0
690,0.0,1.0
2340,1.0,1.0
748,1.0,1.0
295,1.0,0.0
61,1.0,1.0
3062,1.0,1.0
1388,1.0,1.0
1621,1.0,1.0
1330,1.0,1.0
3339,0.0,0.0
2638,1.0,1.0
661,0.0,0.0
148,1.0,1.0
1895,1.0,1.0
134,0.0,1.0
663,0.0,1.0
1728,1.0,1.0
1867,0.0,1.0
751,1.0,1.0
3223,1.0,1.0
1005,1.0,1.0
1945,1.0,1.0
3696,1.0,1.0
2433,1.0,1.0
891,1.0,1.0
3532,1.0,1.0
2542,1.0,1.0
1515,0.0,1.0
1412,1.0,1.0
3102,1.0,1.0
3071,1.0,1.0
3458,1.0,0.0
2324,1.0,0.0
3670,0.0,1.0
1237,1.0,1.0
3522,1.0,1.0
3349,0.0,1.0
2212,1.0,1.0
302,1.0,1.0
1043,1.0,1.0
1119,1.0,1.0
3913,1.0,1.0
3565,1.0,1.0
841,0.0,1.0
914,1.0,1.0
3100,0.0,0.0
569,0.0,1.0
1432,0.0,0.0
3863,1.0,1.0
196,1.0,1.0
842,1.0,1.0
1763,0.0,1.0
1203,1.0,1.0
3343,1.0,1.0
118,0.0,1.0
621,1.0,1.0
1283,1.0,1.0
227,1.0,1.0
2521,1.0,1.0
1922,0.0,1.0
3122,1.0,1.0
1037,1.0,0.0
1246,0.0,0.0
3313,0.0,1.0
3738,1.0,1.0
3860,1.0,1.0
3842,1.0,1.0
2669,1.0,1.0
982,1.0,1.0
3169,1.0,1.0
3545,0.0,0.0
566,0.0,1.0
226,1.0,1.0
587,0.0,1.0
3240,1.0,1.0
2708,0.0,1.0
582,0.0,0.0
3452,1.0,1.0
2430,1.0,1.0
182,1.0,1.0
418,1.0,1.0
1872,0.0,1.0
229,0.0,1.0
3817,1.0,0.0
3892,1.0,1.0
534,1.0,1.0
1808,1.0,1.0
1784,1.0,1.0
1242,1.0,0.0
1606,0.0,1.0
2172,1.0,1.0
276,0.0,1.0
3814,1.0,1.0
242,1.0,1.0
2148,0.0,0.0
1140,1.0,1.0
3241,0.0,1.0
1018,0.0,1.0
2134,0.0,1.0
2564,0.0,1.0
2917,0.0,1.0
1907,1.0,1.0
3561,1.0,1.0
1698,1.0,1.0
2342,1.0,1.0
3866,1.0,1.0
2198,0.0,0.0
346,0.0,1.0
558,0.0,1.0
1420,0.0,1.0
3005,0.0,1.0
480,1.0,1.0
3984,1.0,1.0
1951,1.0,1.0
533,1.0,1.0
124,1.0,1.0
2890,1.0,1.0
3479,0.0,1.0
2533,1.0,1.0
3199,0.0,1.0
1021,1.0,0.0
2802,1.0,1.0
2543,1.0,1.0
1794,1.0,0.0
4059,0.0,1.0
1768,0.0,1.0
1733,1.0,1.0
2869,0.0,1.0
3603,1.0,1.0
1376,1.0,1.0
2618,1.0,1.0
489,1.0,1.0
2415,0.0,1.0
1657,1.0,1.0
3049,1.0,1.0
3832,1.0,1.0
1341,1.0,1.0
92,0.0,1.0
4044,1.0,1.0
668,1.0,1.0
825,1.0,1.0
2462,1.0,1.0
2623,1.0,1.0
2420,1.0,1.0
3982,1.0,1.0
1581,1.0,1.0
2626,1.0,1.0
3833,0.0,0.0
2390,0.0,0.0
2062,1.0,1.0
2954,1.0,1.0
1804,1.0,1.0
154,0.0,1.0
2049,1.0,1.0
3699,1.0,1.0
2845,0.0,1.0
4039,0.0,1.0
1654,1.0,1.0
1826,1.0,1.0
541,1.0,1.0
3884,0.0,0.0
2774,1.0,1.0
635,1.0,1.0
2480,1.0,1.0
444,0.0,1.0
1662,0.0,1.0
979,1.0,1.0
2919,0.0,1.0
2865,1.0,1.0
3144,1.0,1.0
3993,0.0,0.0
436,1.0,1.0
296,1.0,1.0
500,0.0,1.0
871,1.0,1.0
4055,1.0,0.0
3449,1.0,1.0
3446,0.0,1.0
1239,0.0,1.0
1118,1.0,1.0
1983,1.0,0.0
1366,1.0,1.0
1397,1.0,1.0
1148,1.0,1.0
2527,1.0,1.0
3550,1.0,1.0
443,1.0,1.0
1507,0.0,0.0
1349,1.0,1.0
2476,1.0,1.0
570,0.0,1.0
3399,1.0,1.0
173,0.0,1.0
3898,1.0,1.0
1015,0.0,1.0
3456,1.0,1.0
2131,1.0,1.0
1652,0.0,0.0
1098,1.0,1.0
2151,0.0,1.0
3307,1.0,1.0
3461,1.0,1.0
306,1.0,1.0
10,1.0,1.0
14,1.0,0.0
402,0.0,1.0
1157,0.0,1.0
4,1.0,1.0
2702,1.0,1.0
2725,1.0,1.0
2095,1.0,1.0
3886,0.0,1.0
706,1.0,1.0
4015,1.0,1.0
2664,0.0,0.0
3054,1.0,1.0
2588,0.0,1.0
473,1.0,1.0
3097,0.0,0.0
3408,0.0,1.0
1759,1.0,0.0
3569,0.0,1.0
3359,0.0,0.0
1751,1.0,1.0
4035,1.0,1.0
4030,0.0,0.0
2118,1.0,1.0
3003,1.0,1.0
938,1.0,0.0
3487,1.0,1.0
575,1.0,1.0
953,1.0,1.0
290,1.0,1.0
1957,1.0,1.0
2612,1.0,1.0
3077,1.0,1.0
3791,1.0,1.0
3170,0.0,1.0
249,1.0,1.0
2063,1.0,1.0
1670,1.0,1.0
3701,0.0,0.0
66,1.0,1.0
188,1.0,1.0
219,1.0,1.0
380,1.0,1.0
218,1.0,1.0
3225,0.0,1.0
1012,1.0,0.0
252,1.0,1.0
2857,0.0,1.0
4062,1.0,1.0
1120,0.0,1.0
596,1.0,1.0
1116,1.0,0.0
654,0.0,1.0
472,0.0,0.0
15,1.0,1.0
1738,1.0,1.0
2369,1.0,1.0
2235,0.0,1.0
1832,1.0,1.0
3417,1.0,1.0
3990,1.0,1.0
2243,1.0,1.0
2981,0.0,1.0
234,0.0,1.0
3946,1.0,1.0
1220,1.0,0.0
36,0.0,1.0
2345,0.0,1.0
1530,0.0,1.0
2566,1.0,1.0
2529,1.0,1.0
1284,0.0,1.0
2682,1.0,1.0
688,0.0,1.0
317,1.0,1.0
2644,1.0,1.0
1002,0.0,1.0
2523,1.0,1.0
1474,1.0,1.0
620,1.0,1.0
1225,1.0,1.0
2457,1.0,1.0
177,1.0,1.0
3721,1.0,1.0
64,0.0,1.0
3780,0.0,1.0
3357,1.0,1.0
1051,0.0,1.0
3734,1.0,1.0
2630,1.0,1.0
3201,1.0,1.0
1115,1.0,1.0
399,1.0,1.0
1359,0.0,1.0
2438,1.0,1.0
3139,0.0,1.0
758,0.0,0.0
2312,1.0,1.0
3940,0.0,1.0
4018,1.0,1.0
3935,0.0,1.0
1815,1.0,1.0
2864,1.0,1.0
3642,0.0,1.0
2452,1.0,1.0
2560,1.0,1.0
3287,1.0,1.0
1281,1.0,1.0
386,0.0,1.0
1065,1.0,0.0
2293,0.0,1.0
1385,1.0,1.0
2047,1.0,1.0
3250,1.0,1.0
899,1.0,1.0
191,1.0,1.0
2034,0.0,1.0
3028,1.0,1.0
910,1.0,1.0
3294,1.0,1.0
3017,1.0,1.0
2986,1.0,1.0
2677,1.0,1.0
383,1.0,1.0
3903,1.0,1.0
3889,1.0,1.0
565,1.0,1.0
1334,0.0,1.0
2572,1.0,1.0
1464,1.0,1.0
720,1.0,1.0
1077,1.0,1.0
2423,1.0,1.0
861,1.0,1.0
1580,1.0,1.0
3770,1.0,0.0
2497,1.0,1.0
3802,1.0,0.0
1952,0.0,1.0
263,1.0,1.0
1762,1.0,1.0
1692,0.0,1.0
1191,1.0,1.0
939,1.0,1.0
71,0.0,0.0
2019,0.0,1.0
3972,1.0,1.0
2204,1.0,1.0
169,1.0,1.0
1451,0.0,1.0
2265,0.0,1.0
927,1.0,1.0
1343,1.0,1.0
2730,1.0,1.0
648,0.0,1.0
977,1.0,1.0
1114,1.0,1.0
2808,1.0,1.0
2592,1.0,1.0
3897,1.0,1.0
2315,1.0,1.0
159,1.0,1.0
3926,1.0,1.0
3079,1.0,0.0
1032,1.0,1.0
1501,1.0,1.0
867,1.0,1.0
944,1.0,1.0
553,0.0,1.0
1127,1.0,1.0
1953,1.0,1.0
2819,0.0,0.0
3974,0.0,1.0
559,0.0,0.0
2031,0.0,1.0
1042,1.0,1.0
1695,1.0,1.0
316,0.0,1.0
1450,1.0,1.0
1491,1.0,1.0
1223,1.0,1.0
3616,1.0,1.0
3632,1.0,1.0
1276,1.0,1.0
643,1.0,1.0
299,1.0,1.0
4003,1.0,1.0
3195,1.0,1.0
3090,1.0,1.0
156,1.0,1.0
195,1.0,0.0
616,1.0,1.0
1703,1.0,1.0
3177,1.0,1.0
2255,1.0,0.0
5,1.0,1.0
1174,0.0,1.0
2308,1.0,1.0
1347,1.0,1.0
900,0.0,1.0
1254,1.0,1.0
3181,1.0,1.0
2947,1.0,1.0
4005,1.0,1.0
2351,1.0,1.0
3132,1.0,1.0
369,1.0,1.0
104,0.0,1.0
3556,1.0,1.0
879,0.0,1.0
1897,1.0,1.0
3824,0.0,1.0
2455,1.0,1.0
2178,1.0,1.0
1928,1.0,1.0
1422,1.0,1.0
2379,1.0,1.0
2951,1.0,1.0
3227,1.0,1.0
3938,1.0,1.0
3202,1.0,1.0
940,1.0,1.0
3247,1.0,1.0
2617,1.0,1.0
2552,1.0,1.0
2323,0.0,0.0
3374,1.0,1.0
1990,0.0,1.0
713,0.0,1.0
1691,1.0,0.0
1310,1.0,1.0
2355,1.0,1.0
2837,1.0,1.0
1478,1.0,1.0
361,0.0,0.0
1377,1.0,1.0
3577,0.0,1.0
1386,1.0,1.0
779,1.0,1.0
2885,1.0,1.0
890,1.0,1.0
3462,1.0,1.0
796,1.0,1.0
2115,1.0,1.0
2896,0.0,1.0
1620,1.0,1.0
519,1.0,1.0
3985,0.0,1.0
1780,1.0,1.0
2372,1.0,1.0
351,1.0,1.0
1303,1.0,1.0
3278,1.0,1.0
3472,1.0,1.0
991,1.0,1.0
3844,1.0,1.0
4047,1.0,1.0
1739,1.0,1.0
2972,0.0,1.0
57,1.0,1.0
1457,1.0,1.0
1499,1.0,1.0
962,0.0,0.0
744,1.0,1.0
686,1.0,1.0
677,0.0,1.0
2620,1.0,1.0
4057,0.0,1.0
725,0.0,1.0
1232,1.0,1.0
2680,1.0,1.0
2396,0.0,1.0
2913,1.0,1.0
1368,1.0,1.0
211,1.0,0.0
2927,1.0,1.0
3805,0.0,1.0
3190,0.0,1.0
2272,0.0,0.0
1835,1.0,1.0
3813,1.0,0.0
3830,1.0,0.0
1313,1.0,1.0
322,0.0,1.0
1906,0.0,1.0
1358,0.0,1.0
3590,1.0,0.0
3735,0.0,1.0
2717,1.0,0.0
1496,1.0,1.0
405,0.0,0.0
1586,0.0,1.0
2277,0.0,1.0
458,1.0,0.0
2358,1.0,1.0
1888,1.0,1.0
955,1.0,1.0
924,1.0,0.0
3367,1.0,1.0
3562,1.0,0.0
2103,0.0,1.0
2942,1.0,1.0
1559,1.0,1.0
338,1.0,1.0
483,0.0,1.0
1572,0.0,1.0
2330,0.0,0.0
719,0.0,1.0
2140,1.0,1.0
138,0.0,1.0
50,1.0,1.0
305,1.0,0.0
1533,1.0,0.0
1818,1.0,1.0
1965,1.0,1.0
3048,0.0,0.0
3955,0.0,0.0
2201,1.0,1.0
1087,1.0,1.0
1256,1.0,1.0
2929,1.0,1.0
2859,1.0,1.0
376,1.0,1.0
1371,1.0,1.0
461,1.0,1.0
1129,1.0,0.0
3029,1.0,1.0
1715,1.0,1.0
2526,1.0,1.0
1761,0.0,1.0
3893,0.0,1.0
3618,1.0,1.0
2654,1.0,1.0
1764,1.0,1.0
3427,1.0,1.0
793,0.0,0.0
1775,0.0,0.0
548,0.0,0.0
2862,1.0,1.0
2284,1.0,1.0
245,1.0,1.0
628,1.0,1.0
422,1.0,1.0
330,1.0,1.0
2600,1.0,1.0
2779,1.0,1.0
1139,1.0,1.0
17,1.0,1.0
2735,1.0,1.0
2959,0.0,1.0
3491,1.0,1.0
3457,0.0,1.0
4029,0.0,1.0
710,0.0,1.0
3381,1.0,1.0
2573,1.0,1.0
1446,1.0,1.0
2979,1.0,1.0
1013,1.0,1.0
493,1.0,0.0
2668,1.0,1.0
2230,1.0,1.0
1364,1.0,1.0
2941,1.0,1.0
175,0.0,1.0
981,1.0,1.0
1712,0.0,0.0
826,1.0,1.0
3691,0.0,1.0
3857,1.0,1.0
3515,1.0,1.0
2887,1.0,1.0
764,1.0,1.0
3731,0.0,1.0
1093,1.0,1.0
3634,1.0,1.0
1680,0.0,1.0
1047,1.0,1.0
864,1.0,1.0
674,1.0,1.0
1494,0.0,1.0
1240,0.0,1.0
2926,1.0,1.0
3539,1.0,1.0
4050,1.0,0.0
1675,1.0,1.0
427,0.0,1.0
1269,1.0,1.0
3504,1.0,1.0
923,1.0,1.0
240,1.0,1.0
1625,0.0,1.0
670,1.0,1.0
1379,0.0,1.0
3087,0.0,1.0
3325,0.0,0.0
1023,0.0,1.0
728,0.0,1.0
1949,1.0,1.0
1044,1.0,1.0
366,1.0,1.0
1615,1.0,0.0
3272,1.0,1.0
2491,1.0,1.0
259,1.0,1.0
2932,1.0,1.0
2258,0.0,0.0
2436,1.0,1.0
3582,1.0,1.0
1869,0.0,1.0
1423,0.0,1.0
3058,1.0,1.0
385,1.0,1.0
3861,1.0,1.0
3254,1.0,1.0
3358,1.0,1.0
701,1.0,1.0
2,1.0,1.0
272,0.0,1.0
4056,1.0,0.0
1493,1.0,1.0
2100,1.0,1.0
2909,1.0,1.0
3163,1.0,1.0
2611,1.0,1.0
1837,0.0,1.0
2790,1.0,1.0
3120,1.0,1.0
2439,1.0,1.0
1094,1.0,1.0
1460,0.0,1.0
1593,1.0,1.0
1526,1.0,1.0
1771,1.0,1.0
1185,0.0,1.0
1912,1.0,1.0
2788,1.0,1.0
179,1.0,1.0
4024,1.0,1.0
1825,1.0,1.0
3469,0.0,1.0
2590,0.0,1.0
109,0.0,1.0
687,0.0,1.0
3164,1.0,1.0
2137,0.0,1.0
999,0.0,0.0
488,1.0,1.0
2307,1.0,1.0
3614,0.0,1.0
3954,0.0,0.0
1261,1.0,1.0
589,1.0,1.0
3447,1.0,1.0
3644,1.0,1.0
1262,1.0,0.0
3329,1.0,1.0
1856,1.0,1.0
2162,0.0,1.0
1052,0.0,1.0
2858,1.0,1.0
1160,1.0,1.0
1248,1.0,1.0
3368,0.0,0.0
2126,1.0,1.0
1513,1.0,1.0
3948,1.0,1.0
1749,1.0,1.0
3015,1.0,1.0
1122,1.0,1.0
880,1.0,1.0
2464,1.0,1.0
2597,1.0,1.0
3422,0.0,1.0
2714,1.0,1.0
76,0.0,0.0
3055,1.0,1.0
3665,1.0,1.0
3547,0.0,0.0
2193,0.0,1.0
1259,0.0,1.0
2016,1.0,1.0
3324,1.0,1.0
1287,1.0,1.0
3758,1.0,1.0
9,1.0,1.0
2302,1.0,1.0
618,1.0,1.0
3602,1.0,1.0
3214,1.0,1.0
69,1.0,1.0
29,1.0,1.0
2189,0.0,0.0
3883,1.0,1.0
846,1.0,1.0
2574,0.0,1.0
2181,1.0,1.0
2816,1.0,1.0
3727,1.0,1.0
2165,1.0,1.0
1760,1.0,1.0
2933,1.0,1.0
3853,1.0,1.0
1290,1.0,1.0
1642,1.0,1.0
158,0.0,1.0
874,1.0,1.0
3236,1.0,1.0
1669,0.0,1.0
2013,1.0,1.0
3964,1.0,1.0
1830,1.0,1.0
1687,1.0,1.0
2747,0.0,1.0
2332,1.0,1.0
349,1.0,1.0
2500,1.0,1.0
2635,1.0,1.0
547,0.0,0.0
3653,1.0,1.0
3039,0.0,1.0
228,1.0,0.0
37,0.0,1.0
1465,1.0,1.0
4001,1.0,1.0
1944,1.0,0.0
3335,1.0,1.0
235,0.0,1.0
2736,1.0,1.0
3127,1.0,1.0
3760,1.0,1.0
137,1.0,1.0
2525,1.0,1.0
3489,0.0,1.0
353,1.0,1.0
446,0.0,1.0
3404,1.0,1.0
4043,1.0,1.0
2101,0.0,0.0
832,1.0,1.0
856,1.0,1.0
1836,0.0,1.0
1332,1.0,1.0
2112,0.0,1.0
2755,1.0,1.0
