Index,Malicious,Pred
4666,1.0,1.0
3905,0.0,0.0
3298,0.0,0.0
4612,0.0,0.0
3042,0.0,0.0
511,1.0,1.0
1353,0.0,0.0
4883,0.0,0.0
4070,0.0,1.0
2719,1.0,1.0
113,0.0,0.0
2390,1.0,1.0
2217,1.0,0.0
5251,0.0,0.0
498,0.0,1.0
5016,0.0,0.0
1334,1.0,1.0
5162,1.0,0.0
5386,0.0,0.0
4846,1.0,1.0
3903,1.0,0.0
1454,0.0,1.0
3326,1.0,1.0
1908,0.0,0.0
2871,1.0,0.0
126,0.0,0.0
1664,1.0,1.0
3379,0.0,0.0
680,0.0,0.0
2812,1.0,1.0
1526,1.0,0.0
454,1.0,0.0
3001,1.0,0.0
4776,0.0,0.0
3246,0.0,0.0
5827,1.0,0.0
869,1.0,0.0
2923,0.0,0.0
5363,0.0,0.0
5185,1.0,1.0
4108,1.0,0.0
4743,1.0,1.0
1455,0.0,0.0
284,1.0,0.0
3033,1.0,1.0
4783,1.0,0.0
3172,0.0,0.0
775,1.0,0.0
1603,0.0,1.0
2216,1.0,1.0
1413,1.0,1.0
584,1.0,1.0
138,0.0,1.0
4316,1.0,1.0
4842,0.0,1.0
2281,0.0,1.0
4906,1.0,1.0
3847,1.0,1.0
706,1.0,0.0
4491,1.0,1.0
4579,1.0,1.0
5824,1.0,1.0
1923,1.0,1.0
3392,0.0,0.0
5534,1.0,0.0
820,0.0,0.0
1544,1.0,1.0
4305,1.0,0.0
3583,1.0,0.0
2449,1.0,1.0
842,0.0,0.0
4361,1.0,1.0
5671,0.0,0.0
882,0.0,1.0
3430,0.0,0.0
2232,0.0,0.0
2166,0.0,1.0
5118,0.0,1.0
3104,0.0,0.0
4575,1.0,1.0
984,1.0,0.0
4916,1.0,1.0
4555,0.0,0.0
1769,0.0,0.0
2261,0.0,1.0
4705,0.0,0.0
3354,0.0,1.0
4013,0.0,1.0
3678,1.0,1.0
3266,0.0,0.0
1948,1.0,0.0
5204,1.0,0.0
2975,0.0,0.0
4911,0.0,0.0
1646,0.0,0.0
2846,1.0,1.0
5172,1.0,0.0
3205,0.0,0.0
1003,1.0,1.0
125,1.0,1.0
3153,1.0,0.0
2072,1.0,0.0
5633,1.0,1.0
160,0.0,0.0
5792,1.0,1.0
3047,1.0,1.0
5736,0.0,0.0
4931,0.0,0.0
4772,1.0,1.0
1226,1.0,0.0
4447,1.0,1.0
225,1.0,0.0
5271,0.0,0.0
3236,1.0,1.0
1329,0.0,0.0
400,0.0,1.0
1712,1.0,0.0
1218,1.0,1.0
5115,1.0,1.0
2370,0.0,0.0
3057,1.0,1.0
2243,0.0,0.0
5335,0.0,0.0
4747,0.0,1.0
3756,0.0,1.0
5595,0.0,0.0
1720,0.0,0.0
5045,1.0,0.0
2703,1.0,1.0
2512,0.0,1.0
3582,1.0,1.0
2492,0.0,1.0
4181,0.0,1.0
595,1.0,0.0
3908,0.0,0.0
4416,0.0,1.0
5244,1.0,0.0
5153,1.0,1.0
877,0.0,0.0
946,0.0,1.0
4032,1.0,0.0
2305,0.0,0.0
5207,0.0,1.0
2604,0.0,0.0
5075,1.0,1.0
3541,0.0,0.0
5197,0.0,0.0
5086,1.0,0.0
4886,0.0,1.0
5127,1.0,0.0
5054,1.0,1.0
190,1.0,0.0
3997,1.0,0.0
827,0.0,1.0
1748,1.0,1.0
993,1.0,1.0
2851,1.0,1.0
5385,1.0,1.0
1599,1.0,0.0
5652,0.0,0.0
2142,1.0,0.0
865,1.0,1.0
2062,0.0,1.0
4987,0.0,0.0
3504,1.0,1.0
5292,1.0,1.0
3232,0.0,0.0
2614,0.0,1.0
4553,0.0,1.0
1571,1.0,0.0
5551,0.0,0.0
2226,0.0,0.0
3815,0.0,0.0
141,0.0,1.0
1459,0.0,1.0
3731,0.0,0.0
4016,1.0,1.0
4015,1.0,0.0
536,0.0,1.0
4408,0.0,0.0
4481,0.0,0.0
5554,1.0,1.0
3212,0.0,0.0
153,1.0,1.0
964,0.0,1.0
5669,1.0,0.0
4459,0.0,0.0
2467,0.0,0.0
1689,1.0,1.0
4485,1.0,1.0
4676,0.0,0.0
5039,0.0,1.0
3834,0.0,0.0
897,1.0,1.0
4913,0.0,0.0
3225,0.0,0.0
4077,0.0,0.0
5838,0.0,0.0
586,0.0,0.0
2902,0.0,1.0
2126,0.0,0.0
2286,1.0,0.0
2861,1.0,1.0
4401,0.0,1.0
3526,0.0,0.0
735,0.0,1.0
3417,0.0,0.0
1338,0.0,0.0
1037,0.0,0.0
5872,0.0,1.0
3917,0.0,1.0
1359,0.0,0.0
2486,0.0,1.0
1826,1.0,0.0
973,0.0,1.0
4984,0.0,0.0
4322,0.0,0.0
2402,1.0,1.0
2077,1.0,1.0
753,1.0,0.0
782,0.0,1.0
1889,0.0,0.0
2589,0.0,1.0
4387,1.0,1.0
267,0.0,1.0
4363,0.0,0.0
4983,1.0,1.0
1379,0.0,1.0
3874,1.0,0.0
3450,0.0,0.0
404,1.0,0.0
5724,0.0,1.0
3262,0.0,0.0
1141,1.0,0.0
1997,1.0,1.0
2016,0.0,1.0
5520,0.0,1.0
5549,0.0,1.0
1835,1.0,1.0
1301,0.0,1.0
5778,0.0,0.0
718,1.0,0.0
1182,1.0,0.0
2860,0.0,0.0
12,1.0,1.0
900,0.0,1.0
4218,1.0,0.0
5743,0.0,0.0
1894,1.0,1.0
796,1.0,1.0
5097,0.0,1.0
1617,1.0,0.0
3200,1.0,0.0
2347,0.0,0.0
489,1.0,1.0
5612,1.0,0.0
485,0.0,0.0
3967,1.0,1.0
5353,1.0,0.0
577,1.0,1.0
1521,1.0,1.0
4,1.0,0.0
2495,0.0,1.0
1597,0.0,0.0
1332,1.0,1.0
2594,1.0,1.0
2831,0.0,1.0
2936,0.0,0.0
3076,0.0,1.0
4173,0.0,0.0
467,0.0,0.0
5584,0.0,0.0
1872,1.0,1.0
1653,0.0,0.0
1283,0.0,0.0
4499,1.0,0.0
2625,0.0,0.0
2666,1.0,1.0
3223,0.0,1.0
3623,0.0,0.0
2149,0.0,1.0
1198,1.0,0.0
2151,1.0,1.0
4523,0.0,0.0
5704,0.0,1.0
3643,0.0,0.0
354,1.0,0.0
3383,1.0,1.0
4056,1.0,0.0
2327,1.0,1.0
2839,0.0,0.0
3460,1.0,0.0
5327,1.0,1.0
44,0.0,0.0
2692,0.0,1.0
2655,0.0,1.0
5257,1.0,1.0
548,1.0,1.0
5548,1.0,0.0
4274,0.0,0.0
5516,0.0,1.0
3102,1.0,1.0
2667,0.0,1.0
4498,0.0,0.0
1044,1.0,0.0
3030,1.0,1.0
3982,1.0,1.0
727,1.0,0.0
1036,1.0,1.0
4839,1.0,1.0
2950,0.0,0.0
5219,0.0,0.0
3169,0.0,0.0
2924,1.0,1.0
5470,1.0,1.0
1486,0.0,0.0
2580,1.0,1.0
3632,1.0,1.0
3778,0.0,1.0
935,1.0,1.0
3864,0.0,1.0
3009,0.0,0.0
1194,0.0,0.0
5311,1.0,1.0
2348,0.0,0.0
2466,1.0,1.0
1595,0.0,1.0
3011,0.0,0.0
4629,1.0,1.0
4368,0.0,1.0
96,0.0,0.0
4068,0.0,0.0
5343,1.0,1.0
2946,1.0,0.0
3878,0.0,0.0
941,0.0,1.0
3547,0.0,0.0
335,1.0,1.0
5433,0.0,1.0
692,1.0,0.0
2262,1.0,1.0
856,1.0,1.0
3003,1.0,1.0
4576,0.0,1.0
615,0.0,0.0
2485,0.0,1.0
5010,1.0,1.0
1788,0.0,1.0
2932,1.0,1.0
482,1.0,1.0
623,1.0,1.0
3882,0.0,1.0
4826,0.0,0.0
448,0.0,0.0
4788,1.0,1.0
3437,1.0,1.0
2826,0.0,1.0
2539,0.0,0.0
3070,0.0,0.0
4667,0.0,1.0
1316,1.0,1.0
5769,0.0,1.0
2809,0.0,1.0
2800,1.0,0.0
2108,0.0,0.0
551,0.0,0.0
4603,1.0,1.0
3968,1.0,1.0
3861,0.0,0.0
3704,1.0,1.0
2533,0.0,1.0
5514,0.0,0.0
3667,0.0,0.0
1986,0.0,0.0
3395,1.0,1.0
2330,0.0,0.0
5477,0.0,0.0
4351,0.0,1.0
4737,1.0,1.0
4375,0.0,0.0
5089,1.0,1.0
300,0.0,1.0
2302,1.0,1.0
5009,0.0,0.0
1987,1.0,1.0
730,0.0,0.0
1124,0.0,1.0
5378,0.0,0.0
4088,0.0,0.0
1828,0.0,1.0
1118,1.0,1.0
1624,1.0,1.0
36,1.0,1.0
808,1.0,0.0
1321,1.0,1.0
4524,1.0,0.0
1123,1.0,1.0
4192,0.0,0.0
31,1.0,0.0
1272,1.0,0.0
3543,1.0,1.0
4859,1.0,1.0
5655,1.0,1.0
2810,0.0,1.0
2675,1.0,1.0
898,0.0,0.0
4226,0.0,1.0
4691,1.0,1.0
1780,0.0,0.0
2918,1.0,1.0
2799,1.0,1.0
3963,1.0,1.0
1938,0.0,1.0
5883,0.0,0.0
2646,1.0,0.0
3564,1.0,0.0
1264,0.0,0.0
2267,1.0,0.0
3111,0.0,0.0
569,0.0,0.0
5488,0.0,1.0
1457,0.0,1.0
3257,0.0,0.0
3152,0.0,0.0
668,1.0,1.0
5466,1.0,1.0
5083,1.0,0.0
5777,1.0,0.0
3300,1.0,1.0
3066,0.0,0.0
2045,0.0,0.0
2503,0.0,0.0
297,1.0,1.0
3183,1.0,1.0
3598,1.0,1.0
4812,1.0,1.0
5404,0.0,0.0
1671,1.0,1.0
4703,0.0,0.0
5164,1.0,0.0
3565,1.0,1.0
4604,0.0,0.0
4148,0.0,0.0
3487,0.0,1.0
380,1.0,1.0
4780,1.0,0.0
4265,1.0,1.0
831,0.0,0.0
2198,1.0,1.0
2445,0.0,1.0
455,0.0,0.0
2608,1.0,1.0
2450,1.0,1.0
5080,0.0,0.0
293,0.0,1.0
1433,1.0,1.0
843,0.0,1.0
1818,0.0,0.0
4179,0.0,0.0
5011,0.0,0.0
4711,1.0,1.0
4608,0.0,1.0
3523,1.0,1.0
864,0.0,1.0
2150,0.0,0.0
600,1.0,1.0
3436,0.0,0.0
4160,0.0,1.0
2280,1.0,1.0
5119,0.0,0.0
1867,0.0,1.0
868,0.0,0.0
5448,1.0,0.0
38,0.0,1.0
159,1.0,0.0
5281,0.0,0.0
2919,1.0,1.0
4915,1.0,0.0
4749,0.0,1.0
4151,1.0,0.0
2214,0.0,1.0
4766,1.0,1.0
4022,0.0,1.0
5445,0.0,0.0
3210,0.0,0.0
2693,1.0,1.0
2656,1.0,1.0
2926,0.0,0.0
3435,1.0,1.0
1942,1.0,1.0
2120,0.0,1.0
5015,0.0,1.0
4964,1.0,1.0
3173,0.0,1.0
3432,0.0,1.0
3782,1.0,0.0
5165,1.0,0.0
1871,0.0,0.0
2821,1.0,1.0
1516,1.0,1.0
637,1.0,1.0
1670,0.0,1.0
1659,1.0,1.0
1432,0.0,1.0
3801,1.0,1.0
1682,1.0,1.0
4257,1.0,1.0
493,1.0,0.0
194,0.0,1.0
4636,0.0,0.0
4462,0.0,0.0
3780,0.0,0.0
1005,0.0,0.0
465,1.0,1.0
543,1.0,1.0
1495,1.0,1.0
4049,0.0,1.0
1677,0.0,0.0
5141,0.0,0.0
3674,1.0,1.0
3581,1.0,1.0
1588,1.0,1.0
1525,0.0,1.0
901,1.0,1.0
3185,0.0,0.0
4340,0.0,0.0
1690,0.0,0.0
5031,0.0,1.0
5342,1.0,1.0
1205,0.0,0.0
1941,1.0,0.0
2310,0.0,1.0
2091,0.0,0.0
3391,1.0,1.0
2928,1.0,1.0
3907,1.0,1.0
1089,1.0,1.0
4677,1.0,1.0
220,1.0,0.0
4825,0.0,1.0
5621,1.0,1.0
4109,0.0,0.0
2793,1.0,1.0
3714,0.0,0.0
765,0.0,0.0
2576,0.0,0.0
4275,1.0,1.0
3167,0.0,0.0
1768,0.0,0.0
1672,0.0,0.0
4007,1.0,0.0
3411,1.0,1.0
1015,0.0,0.0
2689,1.0,1.0
4325,0.0,1.0
3791,1.0,1.0
430,1.0,1.0
893,1.0,1.0
2952,1.0,1.0
4099,0.0,1.0
729,0.0,1.0
4319,0.0,1.0
2093,0.0,0.0
2089,1.0,0.0
1565,0.0,1.0
2529,0.0,0.0
5742,0.0,0.0
3544,1.0,1.0
244,0.0,0.0
2246,1.0,0.0
5285,1.0,1.0
653,1.0,0.0
3576,1.0,0.0
