index,Feature,Gini Importance
1610,idle_min_median_853,0.0010800376138630006
815,flow_iat_min_mean_5228,0.0010783951988285873
1641,idle_std_mean_853,0.0010694138468031883
909,flow_pkts_s_skew_443,0.0010522326847441823
445,bwd_pkt_len_std_var_443,0.0010444153393138202
1134,fwd_iat_min_max_80,0.001041568934638194
360,bwd_pkt_len_mean_max_5228,0.0010373523773405573
835,flow_iat_min_sum_5228,0.0010262686704929278
1155,fwd_iat_min_sum_443,0.0010153821519890078
1953,subflow_bwd_byts_median_443,0.0010126957441036538
425,bwd_pkt_len_std_max_443,0.0010019780060072552
648,flow_byts_s_min_443,0.0009915512851074843
1875,pkt_len_var_skew_443,0.0009891079719405004
862,flow_iat_std_min_80,0.0009854339770487659
1946,subflow_bwd_byts_max_5228,0.0009843305870649226
235,bwd_iat_min_max_443,0.0009718377593425412
780,flow_iat_mean_median_443,0.0009681465710196551
860,flow_iat_std_min_443,0.0009608303546636345
826,flow_iat_min_skew_443,0.0009585007105127187
326,bwd_pkt_len_max_mean_443,0.0009535276428985355
1481,fwd_seg_size_avg_skew_443,0.000952636215308303
858,flow_iat_std_median_80,0.0009490351208959406
116,bwd_byts_b_avg_mean_5228,0.0009469410694268876
1247,fwd_pkt_len_max_mean_443,0.0009468201634237098
1793,pkt_len_mean_var_443,0.0009361523352324401
1782,pkt_len_mean_skew_80,0.0009219168912448964
1021,fwd_header_len_mean_80,0.00092051438376463
241,bwd_iat_min_median_443,0.0009180999639903647
595,down_up_ratio_std_443,0.0009052906432249112
1783,pkt_len_mean_std_443,0.0009036529220911848
1003,fwd_byts_b_avg_sum_443,0.0008995324205974633
527,bwd_seg_size_avg_max_5228,0.0008988343356608445
350,bwd_pkt_len_max_var_443,0.0008910601201002495
2162,tot_fwd_pkts_mean_80,0.0008743569464502267
592,down_up_ratio_skew_5228,0.000869065837140953
2191,tot_fwd_pkts_var_80,0.0008675214706113538
982,fwd_blk_rate_avg_std_443,0.0008565242489630114
579,down_up_ratio_mean_443,0.000850972495829507
472,bwd_pkts_b_avg_sum_80,0.0008497876007917836
243,bwd_iat_min_median_80,0.000848976762094769
1864,pkt_len_var_max_5228,0.000847409958826605
603,down_up_ratio_var_443,0.0008465336750283255
575,down_up_ratio_max_443,0.0008335274105008093
91,bwd_blk_rate_avg_median_5228,0.0008271752898729928
1869,pkt_len_var_median_443,0.0008246343799184675
1577,idle_mean_min_853,0.0008212832773120643
254,bwd_iat_min_sum_80,0.0008200431568218563
1573,idle_mean_mean_853,0.000818233106866046
1612,idle_min_skew_443,0.0008176466256825639
428,bwd_pkt_len_std_mean_443,0.0008156101132399078
1050,fwd_header_len_var_80,0.0008143587772204551
1812,pkt_len_min_skew_443,0.0008061185517457807
1132,fwd_iat_min_max_443,0.000802252889246339
811,flow_iat_min_max_5228,0.0007954476789894559
1603,idle_min_max_853,0.0007925348369051105
638,flow_byts_s_mean_5228,0.0007914577304000615
839,flow_iat_min_var_5228,0.0007896092928861701
117,bwd_byts_b_avg_mean_80,0.0007876277566355284
1815,pkt_len_min_std_443,0.0007858534610619291
1465,fwd_seg_size_avg_max_443,0.0007837666965082994
975,fwd_blk_rate_avg_max_443,0.0007761294102503363
454,bwd_pkts_b_avg_max_443,0.0007695355975175636
499,bwd_pkts_s_skew_443,0.0007690486108257083
1839,pkt_len_std_median_443,0.0007672674034018596
977,fwd_blk_rate_avg_mean_443,0.0007611271444967526
1422,fwd_pkts_s_median_80,0.0007565968506060909
653,flow_byts_s_skew_443,0.0007534298788362673
1704,init_fwd_win_byts_skew_443,0.0007521504683183578
217,bwd_iat_mean_skew_443,0.0007475480932815245
1923,pkt_size_avg_var_443,0.0007475426333970079
631,flow_byts_s_max_443,0.0007459618598810405
789,flow_iat_mean_skew_5228,0.0007451214720412174
1863,pkt_len_var_max_443,0.0007427820725496158
1834,pkt_len_std_max_5228,0.000739481988869488
1110,fwd_iat_mean_skew_443,0.0007309147369180167
188,bwd_iat_max_skew_443,0.000727760081344559
1764,pkt_len_mean_max_5228,0.000727640429871801
788,flow_iat_mean_skew_443,0.0007260876289964705
1945,subflow_bwd_byts_max_443,0.0007225493258380178
1634,idle_std_max_443,0.0007140857992432504
275,bwd_iat_std_skew_443,0.0007140624633795851
632,flow_byts_s_max_5228,0.0007103211217945203
491,bwd_pkts_s_median_443,0.000706709442051394
746,flow_iat_max_min_443,0.0007056810194531683
706,flow_duration_skew_5228,0.0007029073221305852
85,bwd_blk_rate_avg_max_5228,0.0007024290920285453
213,bwd_iat_mean_median_5228,0.0007022063003100829
999,fwd_byts_b_avg_skew_443,0.0006973458604138631
838,flow_iat_min_var_443,0.000694870934961579
1578,idle_mean_skew_443,0.0006916162291982409
831,flow_iat_min_std_5228,0.0006911661498376839
994,fwd_byts_b_avg_max_443,0.0006900627739040867
820,flow_iat_min_median_80,0.0006879938754917875
1604,idle_min_mean_443,0.0006879314832767823
1646,idle_std_skew_443,0.0006869500108227796
375,bwd_pkt_len_mean_skew_443,0.0006821057336169698
2205,totlen_bwd_pkts_mean_80,0.0006790949088092265
1442,fwd_pkts_s_sum_443,0.0006765145882275201
506,bwd_pkts_s_sum_123,0.0006746140407587222
443,bwd_pkt_len_std_sum_5228,0.0006713359064444538
1182,fwd_iat_std_min_80,0.0006704339957439117
580,down_up_ratio_mean_5228,0.0006628622067802486
782,flow_iat_mean_median_80,0.0006625530500561031
304,bwd_iat_tot_skew_443,0.0006585701116974523
1111,fwd_iat_mean_skew_5228,0.0006566199387768311
812,flow_iat_min_max_80,0.0006537456913928435
644,flow_byts_s_median_5228,0.0006510436299154806
1156,fwd_iat_min_sum_5228,0.0006503337024694728
88,bwd_blk_rate_avg_mean_5228,0.0006490321213418013
1913,pkt_size_avg_std_443,0.0006481131280769523
1399,fwd_pkts_b_avg_var_443,0.0006457980122291582
342,bwd_pkt_len_max_std_443,0.0006455204023281795
1147,fwd_iat_min_skew_443,0.0006443596838185612
257,bwd_iat_min_var_80,0.0006441708274982693
271,bwd_iat_std_median_5228,0.0006408990373241317
1263,fwd_pkt_len_max_std_443,0.000634751374673353
1616,idle_min_std_443,0.0006326730379867686
980,fwd_blk_rate_avg_skew_443,0.0006260284745367786
1074,fwd_iat_max_skew_5228,0.0006236922773573397
1542,idle_max_median_853,0.0006234199651377739
1153,fwd_iat_min_std_80,0.0006199443409472932
1947,subflow_bwd_byts_max_80,0.0006174718179884756
668,flow_byts_s_sum_80,0.0006122290750174242
2223,totlen_bwd_pkts_sum_443,0.0006094457520144653
672,flow_byts_s_var_5228,0.0006088631080155956
1393,fwd_pkts_b_avg_skew_443,0.000606556959482426
599,down_up_ratio_sum_443,0.000606257795300664
814,flow_iat_min_mean_443,0.000601807697077728
1951,subflow_bwd_byts_mean_80,0.0006011875603564411
274,bwd_iat_std_min_80,0.0006001430147377794
483,bwd_pkts_s_max_443,0.0005995972440504783
1189,fwd_iat_std_std_5228,0.0005931865291216614
252,bwd_iat_min_sum_443,0.0005912979315954382
251,bwd_iat_min_std_80,0.0005908453958094698
986,fwd_blk_rate_avg_var_443,0.0005901723703572452
645,flow_byts_s_median_80,0.0005897368697588375
1136,fwd_iat_min_mean_443,0.0005844677652981906
750,flow_iat_max_skew_443,0.0005834667010977744
283,bwd_iat_std_sum_80,0.0005819169552522214
464,bwd_pkts_b_avg_skew_443,0.0005755526963306413
1544,idle_max_skew_443,0.0005748541943053841
2242,totlen_fwd_pkts_mean_5228,0.00057418391691644
1214,fwd_iat_tot_median_443,0.0005731760310143632
1370,fwd_pkt_len_std_skew_443,0.000570344174976091
816,flow_iat_min_mean_80,0.0005701077276635138
1490,fwd_seg_size_avg_sum_443,0.0005624585905869804
1569,idle_mean_max_853,0.00056234636988018
1273,fwd_pkt_len_max_var_443,0.0005607035574979098
1109,fwd_iat_mean_min_853,0.000559385245358253
1865,pkt_len_var_max_80,0.0005565595951242197
1879,pkt_len_var_std_5228,0.0005548225136165497
649,flow_byts_s_min_5228,0.0005535760017409336
1366,fwd_pkt_len_std_median_80,0.0005532112429316366
1222,fwd_iat_tot_skew_5228,0.0005528610292985824
1039,fwd_header_len_std_80,0.0005513692514145047
830,flow_iat_min_std_443,0.0005499746820720937
665,flow_byts_s_sum_443,0.0005484066383612339
1251,fwd_pkt_len_max_median_443,0.0005446546892732973
671,flow_byts_s_var_443,0.000543976054486715
1415,fwd_pkts_s_mean_5228,0.0005439752910537773
1067,fwd_iat_max_median_5228,0.0005436720771459738
2069,subflow_fwd_pkts_max_80,0.000542700884226503
1611,idle_min_min_853,0.0005396652408043994
239,bwd_iat_min_mean_5228,0.0005390256016981794
1543,idle_max_min_853,0.0005377396525088983
1284,fwd_pkt_len_mean_max_5228,0.0005374228046953831
122,bwd_byts_b_avg_skew_443,0.0005342854374405091
1898,pkt_size_avg_mean_5228,0.0005319927823439083
1411,fwd_pkts_s_max_80,0.0005318386672405754
1609,idle_min_median_80,0.00053171480401202
1576,idle_mean_median_853,0.0005314697190759167
500,bwd_pkts_s_skew_5228,0.0005295084162841399
1327,fwd_pkt_len_min_mean_443,0.000526459613743305
1950,subflow_bwd_byts_mean_5228,0.0005230875502989425
1104,fwd_iat_mean_median_5228,0.0005229875774454213
921,flow_pkts_s_sum_443,0.0005226362519301468
1178,fwd_iat_std_median_5228,0.0005213202721158485
1071,fwd_iat_max_min_80,0.0005201048716983196
1566,idle_mean_max_443,0.0005175779665617425
32,active_mean_mean_443,0.000516445423968873
70,active_std_skew_443,0.0005142090136047217
238,bwd_iat_min_mean_443,0.0005119753454690798
1532,idle_max_max_443,0.0005115947480259748
1969,subflow_bwd_byts_sum_443,0.000508449450750506
247,bwd_iat_min_skew_5228,0.0005076683968772868
900,flow_pkts_s_median_5228,0.0005015626867964029
938,fwd_act_data_pkts_max_443,0.0005010290430071228
377,bwd_pkt_len_mean_skew_80,0.0004990540137938496
695,flow_duration_median_443,0.0004986728292176801
429,bwd_pkt_len_std_mean_5228,0.0004971061905082818
836,flow_iat_min_sum_80,0.0004957326424688812
1967,subflow_bwd_byts_std_80,0.0004954060039505701
2074,subflow_fwd_pkts_mean_80,0.0004931351883309408
1408,fwd_pkts_s_max_443,0.0004921190909948047
484,bwd_pkts_s_max_5228,0.0004914570551341127
426,bwd_pkt_len_std_max_5228,0.0004914169431738118
1644,idle_std_median_853,0.000491203498207845
1078,fwd_iat_max_std_5228,0.0004896726804433303
286,bwd_iat_std_var_80,0.00048377636467647115
1536,idle_max_mean_443,0.00047514681212947063
1373,fwd_pkt_len_std_std_443,0.0004747641132210547
542,bwd_seg_size_avg_skew_443,0.00047199237398325687
763,flow_iat_max_var_5228,0.00047015948712686006
956,fwd_act_data_pkts_std_443,0.00046837294221894007
1845,pkt_len_std_skew_443,0.0004677788338286084
640,flow_byts_s_mean_80,0.0004669333235150642
302,bwd_iat_tot_min_5228,0.0004660570232643098
1671,init_bwd_win_byts_mean_443,0.00046431523908240435
2246,totlen_fwd_pkts_median_443,0.00046387847459229453
747,flow_iat_max_min_5228,0.00046127663035342977
824,flow_iat_min_min_80,0.000460061419811679
1469,fwd_seg_size_avg_mean_443,0.0004590709079178387
1259,fwd_pkt_len_max_skew_443,0.00045854177631725844
1606,idle_min_mean_80,0.0004537875077955479
1627,idle_min_var_853,0.00045346115320028986
659,flow_byts_s_std_443,0.0004529112224877474
276,bwd_iat_std_skew_5228,0.000447604243654735
942,fwd_act_data_pkts_mean_443,0.00044671480616630235
781,flow_iat_mean_median_5228,0.00044437748936468054
363,bwd_pkt_len_mean_mean_443,0.0004418524462657083
305,bwd_iat_tot_skew_5228,0.00044004749792764724
1161,fwd_iat_min_var_80,0.00043749782678668086
1582,idle_mean_std_443,0.0004359893012040104
1148,fwd_iat_min_skew_5228,0.00043470808223034993
253,bwd_iat_min_sum_5228,0.00043362225830750894
1753,pkt_len_max_var_443,0.0004332259968363995
857,flow_iat_std_median_5228,0.0004297889416615397
245,bwd_iat_min_min_80,0.00042591292675902897
244,bwd_iat_min_min_5228,0.0004210103216878605
52,active_min_skew_443,0.00042094057370808133
832,flow_iat_min_std_80,0.00042091650545824174
548,bwd_seg_size_avg_std_80,0.0004176670790811224
470,bwd_pkts_b_avg_sum_443,0.0004125658876295789
1063,fwd_iat_max_mean_5228,0.0004093120439303797
1141,fwd_iat_min_median_5228,0.0004091567607308148
1897,pkt_size_avg_mean_443,0.00040621202226878163
1885,pkt_len_var_var_5228,0.0004058446387052824
2157,tot_fwd_pkts_max_80,0.00040541376051047255
544,bwd_seg_size_avg_skew_80,0.000402938350615436
555,bwd_seg_size_avg_var_5228,0.0004018438169077673
214,bwd_iat_mean_median_80,0.0004007625854604433
674,flow_byts_s_var_80,0.0004001966218587435
2175,tot_fwd_pkts_skew_80,0.00040005998706577837
281,bwd_iat_std_sum_443,0.00039956363942681865
865,flow_iat_std_skew_5228,0.0003987665746600174
1451,fwd_pkts_s_var_80,0.00039595888504539084
690,flow_duration_mean_5228,0.00039440790430570193
1767,pkt_len_mean_mean_443,0.00039028514378290174
1172,fwd_iat_std_max_853,0.0003890318377933543
864,flow_iat_std_skew_443,0.0003874187306650447
583,down_up_ratio_median_443,0.00038692898936178654
1082,fwd_iat_max_sum_5228,0.0003857193278672837
2087,subflow_fwd_pkts_skew_80,0.00038528380269608017
1443,fwd_pkts_s_sum_5228,0.0003849202141580328
734,flow_iat_max_max_443,0.00038457253236471965
1197,fwd_iat_std_var_5228,0.0003775844446476222
1142,fwd_iat_min_median_80,0.0003765038883440651
236,bwd_iat_min_max_5228,0.0003764296492362775
2248,totlen_fwd_pkts_median_53,0.00037628296155805006
2258,totlen_fwd_pkts_skew_53,0.00037501821703491914
1150,fwd_iat_min_skew_853,0.0003738653572274905
2207,totlen_bwd_pkts_median_443,0.00037244416122801335
1364,fwd_pkt_len_std_median_443,0.00037172546598546294
849,flow_iat_std_max_5228,0.00037159167680201574
1854,pkt_len_std_var_443,0.00037101095604427496
1220,fwd_iat_tot_min_853,0.0003707608244539171
1448,fwd_pkts_s_var_443,0.00036963255314548997
965,fwd_act_data_pkts_var_443,0.00036924950877912066
2008,subflow_bwd_pkts_sum_80,0.0003684010093119155
364,bwd_pkt_len_mean_mean_5228,0.0003656500459399612
660,flow_byts_s_std_5228,0.00036457411217714425
1157,fwd_iat_min_sum_80,0.0003639941480704097
1390,fwd_pkts_b_avg_mean_443,0.000362918776349296
1379,fwd_pkt_len_std_var_443,0.00036258625464346677
716,flow_duration_sum_123,0.00035957481647574263
432,bwd_pkt_len_std_median_5228,0.00035859757494535976
893,flow_pkts_s_mean_443,0.000358504298776351
240,bwd_iat_min_mean_80,0.00035793477721978264
1299,fwd_pkt_len_mean_skew_443,0.0003573026691230726
1181,fwd_iat_std_min_5228,0.0003564128859536102
840,flow_iat_min_var_80,0.0003560368045270602
2244,totlen_fwd_pkts_mean_80,0.0003551369573958833
509,bwd_pkts_s_sum_80,0.000353390755168221
1425,fwd_pkts_s_min_443,0.0003525098311432839
1215,fwd_iat_tot_median_5228,0.00035241592631076244
772,flow_iat_mean_max_443,0.0003523027633435306
256,bwd_iat_min_var_5228,0.00035120593460171226
1697,init_fwd_win_byts_mean_443,0.0003475022355398309
1371,fwd_pkt_len_std_skew_5228,0.00034527346829003115
14,active_max_mean_443,0.00034521666388962174
1473,fwd_seg_size_avg_median_443,0.00034326202911854844
720,flow_duration_sum_80,0.0003428807366651972
1086,fwd_iat_max_var_5228,0.0003393825173012186
785,flow_iat_mean_min_5228,0.0003387827496327699
467,bwd_pkts_b_avg_std_443,0.0003373557847617373
1095,fwd_iat_mean_max_443,0.0003356677848531546
1431,fwd_pkts_s_skew_5228,0.0003344377022508988
215,bwd_iat_mean_min_5228,0.00033303468807121243
1975,subflow_bwd_byts_var_80,0.00033279087004038204
312,bwd_iat_tot_sum_80,0.0003323809837302328
1619,idle_min_std_853,0.000331651967209045
664,flow_byts_s_sum_123,0.00033157302663249384
1138,fwd_iat_min_mean_80,0.00033019962480940066
1421,fwd_pkts_s_median_5228,0.0003301141880746834
178,bwd_iat_max_max_5228,0.00032919622237194407
530,bwd_seg_size_avg_mean_443,0.0003291171398816944
1116,fwd_iat_mean_std_80,0.000328341692707238
211,bwd_iat_mean_mean_80,0.0003275826832398771
410,bwd_pkt_len_min_std_443,0.00032646496080244737
1881,pkt_len_var_sum_443,0.0003263188635877214
1145,fwd_iat_min_min_80,0.0003251256893284837
1374,fwd_pkt_len_std_std_5228,0.00032148606632337
855,flow_iat_std_mean_853,0.00031997349714250737
1849,pkt_len_std_std_5228,0.0003189841144151127
1151,fwd_iat_min_std_443,0.00031748165578214657
198,bwd_iat_max_var_5228,0.0003170585495577258
1902,pkt_size_avg_median_5228,0.00031698414760729057
1637,idle_std_max_853,0.0003167762449770762
189,bwd_iat_max_skew_5228,0.00031624881628252946
833,flow_iat_min_std_853,0.0003154616488223179
2201,totlen_bwd_pkts_max_80,0.0003144733145670556
1589,idle_mean_sum_853,0.0003132466732076184
446,bwd_pkt_len_std_var_5228,0.0003119622481938687
1539,idle_max_mean_853,0.00030910514402596455
2090,subflow_fwd_pkts_std_5228,0.0003088101678382954
457,bwd_pkts_b_avg_mean_443,0.00030702205198510204
206,bwd_iat_mean_max_443,0.00030698616221973735
2159,tot_fwd_pkts_mean_443,0.00030673355747916115
1534,idle_max_max_80,0.00030639601557322523
1835,pkt_len_std_max_80,0.0003054200748934113
1301,fwd_pkt_len_mean_skew_53,0.0003052109459020594
2208,totlen_bwd_pkts_median_5228,0.0003034069228546904
2057,subflow_fwd_byts_var_53,0.0003026569153173104
1607,idle_min_mean_853,0.00030255991833776633
928,flow_pkts_s_var_5228,0.000302325969541077
1218,fwd_iat_tot_min_5228,0.00030214899029734355
313,bwd_iat_tot_var_443,0.0003018241747007259
1495,fwd_seg_size_avg_var_443,0.0003015771049589308
827,flow_iat_min_skew_5228,0.00030093393991357273
894,flow_pkts_s_mean_5228,0.00029887103754301235
184,bwd_iat_max_median_5228,0.00029832066741010036
1866,pkt_len_var_mean_443,0.0002967427267324028
1193,fwd_iat_std_sum_5228,0.00029633225981864507
1570,idle_mean_mean_443,0.0002961563977058208
297,bwd_iat_tot_mean_5228,0.0002949708892466425
922,flow_pkts_s_sum_5228,0.00029471775291602077
1590,idle_mean_var_443,0.00029413536376502033
300,bwd_iat_tot_median_5228,0.00029394206445712117
48,active_min_max_443,0.00029223660770997693
1122,fwd_iat_mean_var_443,0.0002919791755715076
2041,subflow_fwd_byts_skew_53,0.00029188681267562617
1211,fwd_iat_tot_mean_5228,0.0002910100662465117
1486,fwd_seg_size_avg_std_5228,0.0002908425594071253
1169,fwd_iat_std_max_443,0.0002899365498454681
2243,totlen_fwd_pkts_mean_53,0.00028949765049009316
694,flow_duration_median_123,0.00028923618606136906
249,bwd_iat_min_std_443,0.00028832290548011947
697,flow_duration_median_80,0.00028827499700687917
1034,fwd_header_len_skew_80,0.0002869891222881179
1878,pkt_len_var_std_443,0.0002869488685680123
228,bwd_iat_mean_var_80,0.0002860604636564392
1852,pkt_len_std_sum_5228,0.00028584044832860757
2092,subflow_fwd_pkts_std_80,0.00028553917634075126
293,bwd_iat_tot_max_443,0.0002839648022961365
266,bwd_iat_std_max_80,0.00028373699051343487
1031,fwd_header_len_skew_443,0.0002836404383969869
702,flow_duration_min_80,0.00028340945464869926
1548,idle_max_std_443,0.00028246884942580483
187,bwd_iat_max_min_80,0.0002817187397807402
221,bwd_iat_mean_std_5228,0.00028157561832447886
904,flow_pkts_s_min_443,0.00028064740426118987
128,bwd_byts_b_avg_sum_443,0.00027971461147530607
823,flow_iat_min_min_5228,0.00027846294203069476
1059,fwd_iat_max_max_5228,0.0002774927119583274
2040,subflow_fwd_byts_skew_5228,0.0002774826958694857
1556,idle_max_var_443,0.0002773402278049632
723,flow_duration_var_443,0.0002770374273300321
1819,pkt_len_min_sum_443,0.0002762760624050619
1361,fwd_pkt_len_std_mean_443,0.00027519927482956157
851,flow_iat_std_max_853,0.00027492062901053014
273,bwd_iat_std_min_5228,0.00027433627413395867
1395,fwd_pkts_b_avg_std_443,0.0002736369134510278
68,active_std_mean_443,0.0002734345228672837
2025,subflow_fwd_byts_mean_5228,0.00027214462205770134
1070,fwd_iat_max_min_5228,0.00027182276992469785
1102,fwd_iat_mean_mean_853,0.00027054598064922233
1036,fwd_header_len_std_443,0.00026892928604783256
800,flow_iat_mean_var_443,0.0002685320547838634
1120,fwd_iat_mean_sum_80,0.0002682253539343592
508,bwd_pkts_s_sum_5228,0.0002667885854046544
2026,subflow_fwd_byts_mean_53,0.00026607811872546815
162,bwd_header_len_std_80,0.00026440884179305604
961,fwd_act_data_pkts_sum_443,0.00026388033487178446
440,bwd_pkt_len_std_std_5228,0.0002628957294572223
711,flow_duration_std_443,0.00026241994097209604
861,flow_iat_std_min_5228,0.00026208939107302077
1585,idle_mean_std_853,0.0002617671762854137
1100,fwd_iat_mean_mean_5228,0.0002616584539639429
2117,tot_bwd_pkts_max_443,0.0002616217309899568
1173,fwd_iat_std_mean_443,0.0002610540189478517
1304,fwd_pkt_len_mean_std_5228,0.0002607964052752178
1714,init_fwd_win_byts_var_443,0.0002602329457966585
177,bwd_iat_max_max_443,0.0002600585274272913
511,bwd_pkts_s_var_443,0.00025947791064362055
1884,pkt_len_var_var_443,0.00025887644478982157
1654,idle_std_sum_443,0.00025857911686492767
787,flow_iat_mean_min_853,0.00025781269796124376
267,bwd_iat_std_mean_443,0.00025740729777840347
1518,fwd_seg_size_min_var_443,0.0002573949580945246
1287,fwd_pkt_len_mean_mean_443,0.00025718180341605384
299,bwd_iat_tot_median_443,0.00025614643498522244
1072,fwd_iat_max_min_853,0.0002558708951885413
255,bwd_iat_min_var_443,0.00025536606227263733
388,bwd_pkt_len_mean_var_5228,0.0002546252280698727
1336,fwd_pkt_len_min_skew_53,0.0002546204546874371
1115,fwd_iat_mean_std_5228,0.00025321242457593425
36,active_mean_std_443,0.000252583893988413
485,bwd_pkts_s_max_80,0.00025255971836269715
1535,idle_max_max_853,0.00025255132211070573
1624,idle_min_var_443,0.00025240918359542135
280,bwd_iat_std_std_80,0.00025152322675267737
1743,pkt_len_max_std_443,0.0002513275421802325
250,bwd_iat_min_std_5228,0.0002469860769616564
1143,fwd_iat_min_median_853,0.00024628645921693755
417,bwd_pkt_len_min_var_443,0.0002457271383275644
684,flow_duration_max_5228,0.0002456578243195599
2029,subflow_fwd_byts_median_443,0.0002452453680474495
1073,fwd_iat_max_skew_443,0.0002446492120132394
50,active_min_mean_443,0.00024337756088775115
2203,totlen_bwd_pkts_mean_443,0.0002429675235993833
705,flow_duration_skew_443,0.0002417791497097661
1219,fwd_iat_tot_min_80,0.00024116875493538823
1586,idle_mean_sum_443,0.0002406043743281661
1552,idle_max_sum_443,0.00024045629305064848
66,active_std_max_443,0.0002390208309496726
493,bwd_pkts_s_median_80,0.0002390154788233043
338,bwd_pkt_len_max_skew_443,0.0002389854230120134
307,bwd_iat_tot_std_443,0.00023860897525181368
852,flow_iat_std_mean_443,0.00023845298827396389
1058,fwd_iat_max_max_443,0.00023721738048659098
216,bwd_iat_mean_min_80,0.00023589931209112941
1848,pkt_len_std_std_443,0.00023270391416771487
654,flow_byts_s_skew_5228,0.00023237765488732325
1417,fwd_pkts_s_mean_80,0.00023067749361147075
1772,pkt_len_mean_median_5228,0.00023040762738598362
