index,bwd_byts_b_avg_median_443,bwd_byts_b_avg_max_5228,flow_iat_min_max_443,fwd_iat_mean_median_443,flow_byts_s_median_443,bwd_header_len_mean_80,subflow_bwd_pkts_mean_80,tot_bwd_pkts_mean_80,flow_iat_std_median_443,bwd_byts_b_avg_max_443,fwd_pkts_s_median_443,bwd_pkt_len_std_median_443,bwd_blk_rate_avg_mean_443,bwd_pkt_len_mean_max_443,fwd_iat_std_median_443,flow_pkts_s_median_443,bwd_byts_b_avg_sum_80,bwd_seg_size_avg_max_443,bwd_iat_std_median_443,bwd_blk_rate_avg_median_443,hash,malicious,family
24,4599.0,6745.0,1878.0,12661.6,58098.09217260473,80.0,4.0,4.0,15217.784928449946,26477664.0,80.42833835052967,481.5448213100786,3099966.3305099737,1493.6749041676862,21460.79064793222,154.1554133214942,0.0,1493.6749041676862,21323.870654444985,1323642.13030263,00F9D222445F06A0DF9E57720EA96D81E7194A81F988D0B54ACFAA02501C8DD2,1.0,gappusin
25,4601.0,6746.0,2547.0,10797.120833333334,79340.36998159278,80.0,4.0,4.0,16852.050423084962,6911043.0,81.06938615712887,484.357755276289,3295283.4765622183,1491.9583333333333,26887.60518774073,185.26909778325836,0.0,1491.9583333333333,19931.64676605025,1773845.5119712483,010B7A84F9C34E8279C98158749B05F90DD6A864D6C6E226F3CAB931899D1002,1.0,gappusin
26,4611.5,6746.0,2214.0,12233.548532392462,67725.59118294442,80.0,4.0,4.0,22671.69651104913,5006363.0,71.94869680569431,489.2232939459743,5017137.789148422,1491.8697324414716,32998.076834029394,135.18482420934544,0.0,1491.8697324414716,29056.991228329072,3369528.995253113,010C070CAD502077653BA79B75BD646745C0C6AFC5520BEAEF9EB7F0B3721A07,1.0,gappusin
27,4607.0,6717.0,1998.0,9853.545454545454,93007.37167259437,80.0,4.0,4.0,14180.32498024377,6911130.0,100.07639755603265,498.43363345236014,2999368.830472167,1491.9536479250337,19781.857526781365,231.54332531837207,0.0,1491.9536479250337,17844.137648207132,2037876.641163692,010EA277776B4FCA5518DAAC7D0479ECC10EF08817910F793402993312F6A441,1.0,kuguo
28,4599.0,6745.0,3705.0,10034.380681818182,58396.011705635625,80.0,4.0,4.0,20992.811794937657,26477663.0,81.77808967352047,473.8731848304867,3069053.0639462764,1493.6748497947422,25282.54136325005,181.6954031436197,0.0,1493.6748497947422,22828.967307922103,1716587.4255829465,011354136FCD7EEE9676C1E6D53D0CDD3BF019DC450CC055DD805191FFE9B2DD,1.0,gappusin
29,4613.5,6745.0,2460.0,14196.45238095238,50575.42397170531,100.0,5.0,5.0,26602.418603674298,6932008.0,66.71426968004597,490.2390235437226,3288542.5646236124,1491.8697324414716,35405.94388991967,137.27894712862994,0.0,1491.8697324414716,32834.133857698005,2370954.686824894,011576EBA161448B806256F5B43A3F9C23A6AAA834EDDFF68ABD58DEF0DA554A,1.0,gappusin
30,4605.0,6746.0,1970.0,8752.9,96145.0970407296,80.0,4.0,4.0,16467.801650298286,5006256.0,120.01440043976127,500.4929812981202,4261343.138602754,1491.8697324414716,21103.554439542026,252.548796491189,0.0,1491.8697324414716,21295.601624884075,2557699.179233612,01217EA0884246AEB8649F4357B4B0AAC048B79EC2F4FD7682DF8658CFDF88CA,1.0,dowgin
32,4618.0,6746.0,2305.0,11186.6,79256.27348281883,100.0,5.0,5.0,18613.31645590136,6911043.0,88.5005591626238,523.7008145973009,3684636.85486186,1491.4363560732113,25131.54314024509,186.50560234136265,0.0,1491.4363560732113,19344.002319436768,2935495.241452238,012C74087929BC73F27AF664FBE4F79D859BD1148B06BFDE0ACF683482908BBA,1.0,revmob
34,4599.0,6747.0,1961.0,8713.058823529413,86845.72242678412,80.0,4.0,4.0,15643.592314100872,5006450.0,116.3798119819482,459.61169280520414,4033035.877192433,1491.958500669344,16330.442339385669,182.0105978954321,0.0,1491.958500669344,17783.290292434638,636448.6952905707,01403434A447D0E35BA477CD35F06C6177DE9DE93C4F70E909E95560B9E82BCE,1.0,gappusin
35,4600.0,6745.0,4169.0,9597.0,62211.98156682028,80.0,4.0,4.0,15627.132893761733,26477660.5,117.76559412742236,483.88929949593495,2880788.701153644,1493.674713862382,22054.49215327546,229.94348231250527,0.0,1493.674713862382,21102.46508337724,1215325.7228792126,0152899ABC16AB77FD2F48E60E0D12DCF2E1009295B044E8F76A84FBE6F3E3B2,1.0,gappusin
36,4430.0,6746.0,2152.0,12808.833333333334,61356.835241434965,80.0,4.0,4.0,22376.58650863769,6910955.0,78.56188891348907,499.8704105608956,3162288.8990997,1491.927376171352,29713.908580228668,144.78727700854245,0.0,1491.927376171352,31487.653451417165,2398922.473790794,015CE786C5DE0D32BCD10B41D1B94960A17FD91A99BD3FE7EEEB407B1FBBA3D1,1.0,gappusin
39,4618.0,6745.0,4006.0,10018.235020661155,73190.77539420295,80.0,4.0,4.0,16814.36020468726,6932561.0,99.84424298094972,559.8186611156628,4679899.657689286,1491.9586680053546,23715.5889171846,232.85597857725,0.0,1491.9586680053546,20103.25486688799,3339117.859725235,01B31FB16517E34F4B339579C76E0EA4FD0176C15264B3A7D3A8F788990FCFF3,1.0,gappusin
40,4600.5,6745.0,1996.0,13534.875,40103.488688807935,100.0,5.0,5.0,23021.304408817323,26477660.5,73.08248389464708,478.5410519828517,2966592.3706160337,1492.92333396983,31030.02839841271,147.57008348846057,0.0,1492.92333396983,29632.000278102118,2310944.70553448,01C1555961FB4111EC1C314F9AA5F78988258B5AF1C31AEEEE1ACE308BFD9B3A,1.0,gappusin
41,0.0,6746.0,29166.0,28527.625,16666.666666666668,120.0,6.0,6.0,30732.33146093364,26655970.5,37.22884987673114,432.47214939230486,865994.2728129384,1493.6633901325915,43463.64171907797,80.71436460802556,0.0,1493.6633901325915,40573.74714830171,0.0,01DDF346BF885E42949B51D82015D538188DC4514792D49F79F4F87841405F23,1.0,gappusin
43,2300.5,0.0,1789.0,7691.053571428572,121938.58185924355,60.0,3.0,3.0,7304.345138730662,4619.0,127.8386830486836,676.7810453413521,5158101.169185344,906.0,8496.858999308006,247.7061121794524,0.0,906.0,8556.504934909506,4066021.1267605633,01E873AD60F55A1B46ED5FEFAEF5A0A6E34DC57E6898070F58DE2B354FBC56C2,1.0,gorpo
44,4602.0,6718.0,2047.0,10947.888888888889,46076.03902104325,80.0,4.0,4.0,21417.74519998085,26477664.0,65.42328290823612,511.9150293065412,3483990.779964902,1493.6357655502393,21988.93847088551,144.88554042306578,0.0,1493.6357655502393,22265.892598041068,1776119.4029850746,01EB9495FE89FA21F7337F9C58D46D17AB3B51895568F786FDE070A2E98E4BFE,1.0,youmi
45,3214.0,6746.0,2212.0,9558.666666666666,84977.64259345915,100.0,5.0,5.0,14607.94158155077,26477663.0,97.48869131180784,457.0523486808005,3738913.866167329,1493.6357111787734,20492.3222100376,221.14108801415304,0.0,1493.6357111787734,16015.260466583117,188992.85890174835,01ECE4AE235D87D9045F8BEB6CC4B63A90B3F0728DA58C4BBB33C0348A7B9FAC,1.0,gappusin
46,4598.0,6744.0,2016.0,11226.166666666666,67861.29475451802,80.0,4.0,4.0,12811.410644516169,26477663.0,93.56037317223128,546.5209246623134,2958596.104075016,1493.6748497947422,19618.92713400183,177.91242642050364,0.0,1493.6748497947422,17061.560378324422,1231897.787169958,01F09936B18759E362AB6404712803A9F36D56BA5183E2211F5B00E1C5465D15,1.0,gappusin
48,4027.75,6746.0,2230.0,13849.96370967742,52852.62043417237,80.0,4.0,4.0,22092.47189082702,26477660.5,75.69166177926772,528.8154759064527,2798770.699203334,1493.7138546027948,31787.197063395368,162.45372689664578,0.0,1493.7138546027948,29148.41311105337,637020.6095830488,0206A4C7875AB36A9B2A0233EC3B71CABFBD48168EA71346DD86C3BA5717A3A8,1.0,airpush
49,3859.5,6745.0,2030.0,10405.274782608696,68538.22969410892,80.0,4.0,4.0,15164.431494834183,5006392.0,93.84122030578524,455.8291587242816,2447699.4862736384,1491.9586680053546,19845.45290788096,197.41129298726105,0.0,1491.9586680053546,18462.615453535316,951921.7513058904,0218D0E654A3B816E4EA5B040581C9D3B0BD64ED0D35DAF6BA9A779C958E8F28,1.0,gappusin
51,4599.0,6746.0,2053.0,10269.588235294115,87918.94648807029,80.0,4.0,4.0,18293.87577774187,6910811.0,98.92531138990064,486.0927895095952,2863431.7923295945,1491.958500669344,19618.93614357199,202.4802832318259,0.0,1491.958500669344,16932.317141696294,2176786.7145041404,022E5A4CA14BD380A0DB25D4910207526A57F2F8F167EA913BE5C0E638A84DA0,1.0,gappusin
52,4280.0,6748.0,2366.0,10149.465686274509,71886.74110902323,100.0,5.0,5.0,19164.484302434004,6911042.0,83.62670330240115,532.1223790591986,3466689.719471016,1491.9275435073628,24800.32848489557,183.0131895351697,0.0,1491.9275435073628,23781.51269877141,1011220.2751031836,0231047DB111FDF4CC19F1F7F224D4877476ACBC4D19923BB71DA70E2C13CB22,1.0,gappusin
53,0.0,6746.0,37825.0,25301.1875,19068.4684738998,85.0,4.25,4.25,29995.629074107583,26655971.0,40.05144880476239,432.47214939230486,2724006.7285406245,1493.5856668376853,42020.64614307565,90.18749040974772,0.0,1493.5856668376853,39904.28950066938,0.0,0235EA55C7D8E8BDB7BE96BDF070F4A6D51402F261DE6A3D6C799BBDFE0E562F,1.0,triada
54,4601.5,6746.0,2296.0,11140.425536973924,68652.41649852898,80.0,4.0,4.0,17350.574579899956,6911043.0,83.59352526546621,447.9123889171058,4607634.433612062,1491.9586680053546,19112.87292498361,161.76056744964035,0.0,1491.9586680053546,16784.95615815452,2570248.071287992,023713673169EE6BA368916BEAB0EE3082E0B8FA7E354515552E2AA16D1F4EA9,1.0,gappusin
55,3303.5,6748.0,29851.0,24969.454545454544,20973.810676899004,80.0,4.0,4.0,29085.478435491284,5006024.0,43.4839326868722,471.9564995844426,2702448.7252432625,1489.2290559869227,40544.70418389281,88.3207437536316,0.0,1489.2290559869227,38142.91899043794,35310.71857219747,023DF3E36F1B16D2EF3D294E0479574EF21BA703C8D22D021D1759B210CB06BC,1.0,gappusin
56,4148.0,6746.0,2613.0,14214.25,38799.48662256887,80.0,4.0,4.0,23360.377963754512,26477663.5,70.506944934076,498.3378345595456,3172019.6436258075,1492.5407204172552,32317.785817822773,158.29185500466082,0.0,1492.5407204172552,30940.31457347073,1890394.6227233305,02443F57CF47E127F4DFFE79EC5623F28A1ED257175B84B7CD5BD1A3F9B310E4,1.0,gappusin
57,4605.5,6746.0,1878.0,14247.383333333331,60950.127055633886,100.0,5.0,5.0,20291.07351296109,6911042.0,71.6430173288918,499.0013823973037,3635987.137403413,1491.994661327995,31004.623598265185,151.3910055514686,0.0,1491.994661327995,25170.601786674622,2782410.030480613,0253D2EE681ACA755A46E05803B15073C6F0AB470F4DDF70F8E9930646808366,1.0,gappusin
58,4606.5,6718.0,2071.0,12559.081489048707,69636.35179858634,80.0,4.0,4.0,17879.10686790489,6911101.0,76.56234006144666,496.2242376238021,4256747.654578856,1492.345889698231,23955.723129627164,181.62459827831796,0.0,1492.345889698231,20142.66075538465,1738043.2428661657,025ACB3716669D6928B03E168B734F91B5D0D4F5A86A4A59A5301343A98F701D,1.0,cnzz
62,4417.5,6748.0,2027.0,22271.05,32593.11345032178,100.0,5.0,5.0,39189.16294272446,6974842.0,45.745392613117644,496.9465770522419,3044420.840245572,1492.439472056094,47497.85447835017,78.45425769259475,0.0,1492.439472056094,42025.43260741851,1333581.9495241302,027AE41B3500F160837C3C403B84CDA596068372B649B2BC3240B32EAF57C428,1.0,gappusin
64,0.0,6746.0,23395.0,26289.125,19542.294173139013,100.0,5.0,5.0,30227.18587970797,5006024.0,41.50209760569368,432.47214939230486,1413752.8019531148,1487.41306122449,42331.01511832656,88.65542121114365,0.0,1487.41306122449,40067.22957769088,0.0,0285647F487273E32F387BA1D390A58980288F670B09827CDDFD50FDDD6F5280,1.0,gappusin
66,4619.5,6717.0,1796.0,10991.8,78958.56174375658,80.0,4.0,4.0,15383.331513229805,6910985.0,99.53555051665204,555.7346038234028,5445454.027908017,1491.9534805890228,21280.42261032055,209.13961586736505,0.0,1491.9534805890228,19385.65941177278,3686149.7863050015,029AF6D0165701A7E433514907F8641A4CD7562C81E66D57A01E8C1DE994A42F,1.0,spuhmes
67,0.0,6746.0,9199.0,34366.875,14092.392696223837,100.0,5.0,5.0,38858.32886404157,26655970.5,31.972695635489465,432.47214939230486,1985713.9390762264,1493.624513933895,48835.52751157309,66.97841279020335,0.0,1493.624513933895,52123.74486588956,0.0,029D2D5EF6992C35F01109CD2D4D585C3076EC26896FBA06542C89C485FBD4B7,1.0,dowgin
68,0.0,6747.0,28067.0,30104.0,17845.57981153691,68.0,3.4,3.4,31340.470426962856,26655996.5,35.95723050872944,432.47214939230486,3929625.921833496,1493.625918124865,43321.59209724227,72.26884008511664,0.0,1493.625918124865,40861.984283139696,0.0,029D5EF8A54C95A96C79D954E2540835CF4972C87F2AFFBFA0EF4723026240F5,1.0,dowgin
70,4604.0,6746.0,2009.0,15284.0,47492.14158808255,80.0,4.0,4.0,23053.01320581073,26477664.0,68.69232706706661,509.2161955268587,3876971.109150515,1493.6749041676862,31685.1621405157,137.38465413413323,0.0,1493.6749041676862,28779.167932883167,2795399.515738499,02B3F35BE7B21E0A2C60EE923EC3A08FA01FA427B6A5BEE39F2A3995F659297E,1.0,gappusin
71,0.0,6718.0,31558.0,27794.25,18163.048036906795,100.0,5.0,5.0,31243.511549828803,26656001.0,36.42795562265495,432.47214939230486,3149248.648692651,1493.6261611579175,42501.43329017279,80.07539406333348,0.0,1493.6261611579175,40136.71428388444,0.0,02B6042E978FAA2B6C4F5534D834D4732F14F1AA24647490CA271B683D64AC7E,1.0,dowgin
75,4611.0,6746.0,2221.0,22032.166666666664,33579.65786284658,80.0,4.0,4.0,43167.1502960011,7006511.0,46.04917714307086,511.1131634469149,3855834.640689165,1492.44426195853,60607.62899247835,89.71437060250028,0.0,1492.44426195853,40523.67390544498,2108860.8426827597,02ECC8C78BEA3440D2F3F51113BAE16A06B5C478FAF8915B0BFB053ABCA4A896,1.0,gappusin
76,0.0,6747.0,39095.0,25156.3125,19152.79927577376,74.54545454545455,3.727272727272727,3.727272727272727,29879.775335987837,26655970.5,40.9986855723451,432.47214939230486,2787390.1697393907,1493.6633901325915,41427.45786145968,90.236745545918,0.0,1493.6633901325915,39313.9895225356,0.0,02F245A0A6F92464100010046364FA1C88FC850C242109B9332DF6FD306883FA,1.0,airpush
80,4619.0,6716.0,24996.0,24581.545454545456,30869.344673518022,80.0,4.0,4.0,27518.815824057547,26656000.5,43.61035600587286,627.5063094243333,8171404.625076645,1493.5872600113412,38237.95654357198,92.77425960986706,0.0,1493.5872600113412,35815.820147860715,10109409.190371992,03146C6D5798C778C50D74CCDC107FCD2C934764F77705772930A2597451A5C5,1.0,youmi
81,3906.5,6746.0,3513.0,11378.53743315508,67826.06218372448,80.0,4.0,4.0,15614.570587303197,6910811.0,86.1059164582074,480.6906277499359,3704159.453867171,1491.9586680053546,21686.54268338112,183.88513556811264,0.0,1491.9586680053546,19801.82643057555,2025064.036814747,0326981AC092F886C68E1481D47841C3733EC6399E599818FC3B61F8F7C42E42,1.0,gappusin
82,4415.0,6718.0,1970.0,11483.827272727274,58266.00142497801,120.0,6.0,6.0,20813.865286466706,26477660.5,72.99589757723251,492.0537841851578,3717560.1840391406,1493.674713862382,25247.122810161483,141.86370057270614,0.0,1493.674713862382,23540.34404202512,2581735.531669519,034849F84B3881432786BE2E74163814E3226E06228142B78DF7E5AF326EB10C,1.0,dowgin
84,0.0,6745.0,2090.0,7478.92803030303,82897.78216594469,125.71428571428572,6.285714285714286,6.285714285714286,9327.689294954318,5006450.0,137.16677319065735,440.931742189177,3741676.397112347,1491.958500669344,13497.788710874098,285.6330446021039,21450.0,1491.958500669344,10988.475056979789,0.0,0361078082D76205080D81E78D018CEDC0905E4B25019EAAE03A8E180C2AD8CB,1.0,gappusin
86,4605.0,6746.0,1928.0,54271.66666666666,14011.301170039616,120.0,6.0,6.0,97256.47390214707,26477663.0,15.996979770219385,504.8876112562082,3032464.125542288,1492.8573313230306,129327.5780356052,30.92749422242414,0.0,1492.8573313230306,141015.08426533666,1939955.7050283,0369A817EB8D903E720E65705FD65ED4B3707CA318808DC3616656B2836BFE84,1.0,gappusin
87,3730.0,6746.0,2210.0,10614.341666666667,78627.39834713892,80.0,4.0,4.0,15464.886149075675,5006450.0,99.20429443524093,451.87017441486233,2743768.8169665965,1491.9586680053546,19723.95856773243,200.2577463864893,0.0,1491.9586680053546,20784.59663694512,461882.9665910929,036CEF451234C9B10ECF82D11B7187674EBA5335665F4298E3DC60F5E5FDEDD6,1.0,airpush
88,4604.0,6746.0,2098.0,9511.125,84462.98227320125,100.0,5.0,5.0,16151.796281779818,26477660.5,104.97886107479266,523.0262197947611,4426612.588240561,1493.674713862382,22786.817007026857,236.5650751094113,0.0,1493.674713862382,22215.695012330503,1907318.771212253,037D42433B540204FB4F5E4FE43D05FD60CC1744C3241182455472DA5E12B0EE,1.0,airpush
89,4605.0,6746.0,1797.0,12180.0,68585.94411515664,80.0,4.0,4.0,14459.031262328148,26477659.5,86.89187754038059,473.3038723225868,3171025.3218207518,1492.8572370900868,22941.04558712468,181.80716320223016,0.0,1492.8572370900868,19909.45236211621,2742303.266459272,0385EE0B109599217E7203ADB7D9CBACA6130C3E77980D544A86AD9FC6CBE962,1.0,revmob
91,4604.0,6746.0,5483.0,34491.5,19140.9111109061,100.0,5.0,5.0,71093.5563719148,26477663.0,24.00033969711572,546.4798517545751,3010581.009326806,1493.6748497947422,113403.08597855628,49.79359000891616,0.0,1493.6748497947422,92671.03232544924,1612995.8246346556,03893EFFAC880EEE4E7864142A10D17EB900C539065CFB93F4BF10F8D0641A17,1.0,gappusin
92,4599.0,6746.0,2190.0,24088.0,29212.611579490225,100.0,5.0,5.0,67743.29609069947,6911012.0,33.00536997369472,524.990464346088,3027690.551172711,1491.902459427807,99431.03551023571,62.71020295001997,0.0,1491.902459427807,31435.12269955062,1721812.7218127218,038AF0A1A22388A63E8D9497004FC7AE6D3CCC598D5DF8BA9282CCC80ACF2491,1.0,gappusin
94,4617.0,6746.0,1928.0,10392.083333333334,84436.22219059817,80.0,4.0,4.0,15492.154705842311,5006452.0,103.97480838928168,484.42498517672215,3534388.501744699,1491.958500669344,19072.95502039472,213.46235947061336,0.0,1491.958500669344,21920.999604326727,3886517.943743938,03958C81E01FB736B4E4222E53CCB5F92CBAB4493923C97EFDFFEC82F2ECE926,1.0,gappusin
95,4611.5,6747.0,1995.0,9791.23717948718,77680.75309762574,80.0,4.0,4.0,17319.55342357315,6911043.0,99.89059971400256,474.3012664373698,3668173.340524244,1491.958500669344,24173.78999666696,210.9141815429816,0.0,1491.958500669344,21920.228532012155,2349513.553111188,03A3F5146827535533DC2A22E77DDF63C4F76D0E88D0419C38E834A70B52D6ED,1.0,gappusin
96,4605.0,6747.0,1976.0,10057.09090909091,82646.12268518518,80.0,4.0,4.0,18026.56655447408,6910665.0,105.11606049738444,491.919222778629,3691635.3115244526,1491.9583333333333,20912.119248589363,214.3647561166376,0.0,1491.9583333333333,19772.42819154602,2464544.138929088,03ADAB1876565AE6E849B643DE27692FDA6F07ED8DBC169096179730298BEF0C,1.0,dowgin
97,3123.5,6746.0,2234.0,10399.0,76519.59541564311,80.0,4.0,4.0,15326.929775151157,6911187.0,104.90519193279074,432.47214939230486,3399606.3106108205,1491.9586680053546,21330.808628455736,206.12672036532,0.0,1491.9586680053546,21430.415740484368,138999.20169658467,03CA64A48B82B759730FDFF38664D92A276383E275CCDF04D7B9D0D143AA7348,1.0,airpush
98,4598.0,6746.0,2072.0,8361.857142857143,82321.29131437356,100.0,5.0,5.0,15606.0,6911042.0,110.24142872891632,447.7658118059285,3360684.076155068,1491.8281746695666,17594.299410160525,247.67273037834144,0.0,1491.8281746695666,14188.56173965494,1119373.7769080235,03CE9E086E0CC2A0A02051290B3A6F71F220731C8A8BA473730E37682208F081,1.0,gappusin
99,4605.0,6746.0,2065.0,29516.571428571428,26872.00332830904,100.0,5.0,5.0,46156.86113062823,6967853.0,31.993089492669583,488.0542208559148,4059018.47197645,1492.4814203137903,57128.39320346758,77.31663294061816,0.0,1492.4814203137903,42961.30203080907,2106532.5895478567,03D4B4FED1209392221FFEC4680F69A42B9E7AE00C5BA98A820497C55CB40467,1.0,gappusin
100,4612.0,6745.0,2123.0,12892.641414141412,56233.53843377235,80.0,4.0,4.0,22049.855074542756,5006450.0,80.96751386393558,509.4790082618176,5532530.124752686,1491.8695652173913,27834.98824808857,153.08834155401493,0.0,1491.8695652173913,29424.426098876924,3890751.784260191,03E8BF87FAEFAC7DFBF2503079F0AF170641B0449BE37AAE23A72919EEAF777B,1.0,adwo
