index,bwd_byts_b_avg_median_443,bwd_byts_b_avg_max_5228,flow_iat_min_max_443,fwd_iat_mean_median_443,flow_byts_s_median_443,bwd_header_len_mean_80,subflow_bwd_pkts_mean_80,tot_bwd_pkts_mean_80,flow_iat_std_median_443,bwd_byts_b_avg_max_443,fwd_pkts_s_median_443,bwd_pkt_len_std_median_443,bwd_blk_rate_avg_mean_443,bwd_pkt_len_mean_max_443,fwd_iat_std_median_443,flow_pkts_s_median_443,bwd_byts_b_avg_sum_80,bwd_seg_size_avg_max_443,bwd_iat_std_median_443,bwd_blk_rate_avg_median_443,hash,malicious,family
433,0.0,6717.0,27952.0,28597.125,18197.640645741256,80.0,4.0,4.0,33460.94423021828,5005986.0,38.37609425168748,432.47214939230486,1227628.5935726173,1483.2873422873422,44353.29074724191,81.01619897578468,0.0,1483.2873422873422,42100.48757026837,0.0,16B41A95F9C9A317029380BCC55F221F421F77C52F67EB3D2FDEF4BF8512D836,1.0,dowgin
434,3184.25,6746.0,2010.0,10153.440476190475,81477.1038424531,100.0,5.0,5.0,16786.524047278428,26477660.0,93.71907960928408,519.3908112665554,2752322.791687852,1493.6355480643758,24235.878948846148,211.84456462567675,0.0,1493.6355480643758,19894.262303737847,568386.9664484193,16E255552C2CB909DF799EC836B849B604EA5AD35DF1EE2971BBE9BC8A3DE358,1.0,leadbolt
435,4605.5,6745.0,2491.0,12890.329411764706,59128.83181084365,80.0,4.0,4.0,19498.57328693213,6911043.0,71.87593501564292,465.2273836384494,5031907.746798173,1491.4363560732113,24769.150632059514,148.8711737630296,0.0,1491.4363560732113,25224.834804564583,2560503.1599892834,16ED3BD94E0DB77EF9F9DDEE05F76551EC851FE76B1A0D7BB936FFC3BF70477E,1.0,revmob
438,0.0,6747.0,23645.0,24953.75,19777.75771608115,65.0,3.25,3.25,28966.236478498533,26655996.5,42.23756638964831,432.47214939230486,2703670.4278607173,1493.5870439877947,40541.879311582365,94.00588862084308,0.0,1493.5870439877947,38458.45694139856,0.0,170A2369CB0F50A2D64661CFF7E11A44BABA3CD4AED786CE7787BBB8D6CE0D5B,1.0,dowgin
439,0.0,6748.0,26254.0,25827.6875,18649.76519156119,80.0,4.0,4.0,30080.293827561894,26655996.5,42.24699676585143,432.47214939230486,1136475.761644951,1492.8100018891855,42320.32351460549,90.379142274052,0.0,1492.8100018891855,39852.48696989425,0.0,1712093C52E53DA75E849820C75C07395572F11F763E00E25BD8B42A60FB6497,1.0,gappusin
441,4605.0,6745.0,2078.0,11795.8,72985.15975592694,80.0,4.0,4.0,23181.82848293314,5006334.0,83.23942219034934,502.4742679978747,2844371.937170045,1491.958500669344,32182.35385485172,172.88187685687942,0.0,1491.958500669344,31171.48412463777,1820782.726045884,1727688304A438D7C110B4D0E86DFD5AF8C15123F42E69E8C982F063D986F6FA,1.0,gappusin
443,4606.0,6745.0,2085.0,20368.92307692308,47026.44254398899,100.0,5.0,5.0,33193.4424585448,4299080.5,44.60617210647196,527.8911170024681,2954875.1295865565,1491.8695652173913,35357.96832434678,100.07704043867732,0.0,1491.8695652173913,38182.80891948952,2154155.4959785524,173EF864420FCF95544295FDC04A4235E3E6B0BBA733ABADC1270D69C27F7BA1,1.0,gappusin
444,4607.5,6717.0,2019.0,11083.714285714286,60281.14949353687,120.0,6.0,6.0,22817.657029573515,26477660.5,83.49449602391326,493.2273478403128,4179396.958514141,1493.674713862382,23843.671471117803,169.23035049035136,0.0,1493.674713862382,20366.964711937457,2094662.079972513,17623028B286D1327C8EB93C24E821F3E6A4E10C16CF5F885BD04564F64C3564,1.0,youmi
445,4617.0,6744.0,2151.0,11686.409090909092,64996.47820117162,80.0,4.0,4.0,19352.095207349743,6911014.0,86.92474579059174,496.19680732520544,4776436.75701219,1491.958500669344,27388.97734112448,181.30673046278625,0.0,1491.958500669344,22886.41570831788,2967698.9498943454,176451F28C2B4C625805984C717DC8811D1FC5A8FA98FBA7A9FB7E14BC8C92B7,1.0,gappusin
447,4605.5,6747.0,2361.0,10116.924107142857,91539.75125154108,120.0,6.0,6.0,14840.749958022714,6911014.0,100.15824193022884,544.5102646255968,5145145.741144815,1491.8695652173913,19846.00216948145,202.0733342069035,0.0,1491.8695652173913,20116.0387764053,3849415.723244382,17722D98079552D4C2F99434B400A306FCDE0D1BDA8637AA6B180820C94E6678,1.0,gappusin
449,1607.0,6745.0,2043.0,29549.198412698417,24757.530214965,100.0,5.0,5.0,63181.86560677219,5006450.0,31.82264651071123,432.47214939230486,2344756.089090283,1491.8434318143882,75756.48670506118,69.3458761486466,0.0,1491.8434318143882,74629.91842264617,28953.66283924188,17A06C6C187FD8DEC38D3C36E0F38ED47AFFC8EDBCAFC511264F635E45373360,1.0,gappusin
450,4604.0,6746.0,1940.0,9879.0,71423.30577642041,80.0,4.0,4.0,16712.0,6911130.0,91.83640001311949,474.4887370633785,3844877.815627148,1491.958500669344,19123.232037498263,190.1190988354715,0.0,1491.958500669344,18852.018795140848,2290183.060152896,17B3B21B93F1B0CA88DAA21C6E5E9BFB7C14DAAFD149D2E6CBCB70DBD42B918B,1.0,gappusin
451,0.0,6746.0,31416.0,24798.625,19909.57084038496,89.23076923076923,4.461538461538462,4.461538461538462,29652.415954545053,26655967.0,41.82350480970305,432.47214939230486,4413615.047371738,1493.5077089239908,41448.31602655891,95.33701635280715,0.0,1493.5077089239908,39545.56063986181,0.0,17B65FAEC618AE4D5DFEE198264A31A95995E41AEC478077C2BE6B8D390BC9C0,1.0,airpush
452,0.0,0.0,25866.0,22000.41176470588,28894.44645734468,60.0,3.0,3.0,21171.19042094336,142131.5,38.2941996070426,361.5140753368625,2497816.6929130256,1407.652380952381,27751.975892148064,79.5341068761654,0.0,1407.652380952381,26015.91816247765,0.0,17D58E0DB68CB219A16195B0D7E20178BBCDD00F859D3A94798408C307DD84AB,1.0,geinimi
453,4604.0,6746.0,1945.0,41140.6875,30002.211754297627,80.0,4.0,4.0,70181.08451809364,26477660.5,26.62284385218029,515.8937172519162,3190447.4504158013,1488.3324756229686,98932.15982042631,56.70675519221227,0.0,1488.3324756229686,31639.78643151845,886103.7454424925,17D7B3F4BE21D890F8A2F720E4659436A618C0B9E8651D824F4A0FEA3C64D4E4,1.0,gappusin
458,4412.5,6747.0,1882.0,11827.576163030057,61805.06721059642,780.0,39.0,39.0,21072.886703256336,6911042.0,81.32517548038447,501.3960710377495,2829037.231193352,1491.9277108433737,26877.72322658957,133.03504652928274,22233.65454545455,1491.9277108433737,20856.869043071056,1222316.9953460863,181BB53854CC3A2B4706BF54C665032A5CDD5B379B11DD4DB9AB8606FD317710,1.0,gappusin
460,0.0,6748.0,30896.0,23905.833333333336,20188.58926528261,80.0,4.0,4.0,28713.297515184364,26655996.5,42.91478212500246,432.47214939230486,2652542.479109226,1493.3927047896757,40092.50543418367,91.8616538953646,0.0,1493.3927047896757,38186.848642560406,0.0,182691A7C63513B14BEE5507791573227ABC949DB9CE32B3A18D751E514579A2,1.0,gappusin
461,4619.0,6716.0,21483.0,25558.727272727272,30043.61176935845,78.18181818181819,3.909090909090909,3.909090909090909,27900.41268972341,26656000.5,41.63657408841648,627.4872142774168,7427990.891523669,1492.5805084745762,38875.16623802227,90.45240537156316,0.0,1492.5805084745762,36013.92051183309,8841558.765122704,1846894437D2018B266CB13C3367781967BD774554FDCAB82F7328AA5CD884A9,1.0,scamapp
464,4612.0,6746.0,2059.0,11145.954326923078,61749.03592596354,80.0,4.0,4.0,16171.499124423835,6911043.0,81.89494093052971,507.00358808774246,3245553.001664608,1491.8695652173913,22712.034859735813,157.75946204268976,0.0,1491.8695652173913,19630.203298700995,2612265.4755017217,187FE12F64C2E9E0907CB5B863516A6E001884E77FAB20AA0DA7A7B716F54AC7,1.0,revmob
465,4599.5,6744.0,2074.0,38083.20104895105,21637.09498248429,100.0,5.0,5.0,68790.61794387194,26477659.5,26.59196057722057,500.4429100245795,3285873.5158550325,1493.674659489438,82218.99811507671,51.91172206139117,0.0,1493.674659489438,83814.79689448077,1245027.7858097523,18825FD8E6FE8614E98E98D5A7C798C328699C9AFFA5AA42AC7D060B657BD68F,1.0,gappusin
466,3214.0,6744.0,2049.0,9978.882352941177,97476.43553150476,80.0,4.0,4.0,12866.52531041732,6911014.0,102.41462165675348,488.0351352225705,2986106.3829574706,1491.762940482212,17428.592596928826,199.46539119630407,0.0,1491.762940482212,15004.7594319061,720304.9430281171,1892BE68AEA7B049FECEC7413D3A7E80FE2A3D0F57533310E0970F791755EEAD,1.0,gappusin
468,4619.0,6717.0,5632.0,23951.454545454544,32304.62699699678,100.0,5.0,5.0,27583.659677424967,26656000.5,44.98594189315839,627.4872142774168,5659865.248480975,1493.6650103966947,38729.40715244897,98.2184680941084,0.0,1493.6650103966947,35808.860270466896,6987897.125567323,189E179E6F745B39CD45B20C1D8AF03F0E4BAF1B7084A333A12EFB60F46E7B6D,1.0,youmi
469,4606.0,6746.0,8855.0,14963.25,45904.15553407993,80.0,4.0,4.0,24989.666759383912,5006450.0,56.84725143539311,524.9897618049328,3515481.53925944,1491.9586680053546,35772.80269117627,112.0820095442142,0.0,1491.9586680053546,38673.02043394561,1731578.9473684211,18B14CC5F35B22EBC41B7F1B748E6BFEB7EA7A841BC36AF17109DF6E01C1B6C4,1.0,gappusin
471,4228.0,6745.0,2101.0,9610.40909090909,80001.9303156066,80.0,4.0,4.0,16909.348638674248,6911187.0,97.23527695848054,499.3061120923505,4615351.645100873,1491.8697324414716,22858.911076038206,190.7840100554396,0.0,1491.8697324414716,17630.754571814046,2048082.267926626,18CAF2F634CE71AE84204CF563F41103AA84934966391A228406F05A7F1BFCAA,1.0,gappusin
472,4600.0,6746.0,2953.0,11856.333333333334,53653.67452101914,80.0,4.0,4.0,17292.868354027396,26477660.5,77.945360302428,510.9757706850168,3369424.0616834923,1492.8496383707652,22726.24964416453,172.67429311461254,0.0,1492.8496383707652,22226.658754428263,2650183.8698871187,18D0429F235E0B7ECC0EECCE060BE160E6AB7CFA69C5B6496669F7CE623CBAE2,1.0,gappusin
473,4604.5,6744.0,2284.0,17117.874148360395,47724.19392180866,80.0,4.0,4.0,29269.03195458057,6910811.0,57.952004892008446,477.75694576498006,5121144.425609868,1491.9586680053546,33955.68144422409,121.00264912051377,0.0,1491.9586680053546,33462.60410914835,3156458.8922276627,18D43F4D56D8AF35845F6AEF90BB81D4EF6E926519A7022A3FA8EF9C883EA731,1.0,gappusin
475,4618.0,6717.0,22009.0,45732.134920634926,13782.710128314417,75.0,3.75,3.75,64075.85647424201,26656000.5,21.107883153576008,532.9152744694911,4228983.050996384,1493.5872600113412,82100.31669929007,43.81905134042104,0.0,1493.5872600113412,61050.39401205663,152883.5709701307,18E16BF9F7F12543BF8BC23AC5FAD807E6AF42D9E4C33C9C42CD561C0164397D,1.0,youmi
476,0.0,6746.0,28689.0,25790.05681818182,20235.704786187256,80.0,4.0,4.0,30113.219117443885,5006024.0,42.4045632226545,432.47214939230486,2378651.1357929576,1489.9555420219244,41698.0688467795,89.18513206145215,0.0,1489.9555420219244,39939.9959875654,0.0,18E23B3B250287E4F1B2BF4B2B1DB605E4C941C09F6883D3DB5484B6EFF8B870,1.0,adwo
478,4600.0,6745.0,2515.0,14775.636363636364,53577.14173208968,100.0,5.0,5.0,19852.752621397365,26477660.5,69.23010355669658,488.34874736690006,3338082.179181495,1493.5573044092862,29147.662007795927,148.59219508881569,0.0,1493.5573044092862,26278.02379697827,1181748.4662576688,18F55E7E2CB79808644FE48268A220AE6436027859CE4B9CD2DA472D5DE8CF37,1.0,gappusin
479,4617.5,6746.0,1856.0,15271.61229946524,53965.531925331205,80.0,4.0,4.0,24468.37159066337,6911043.0,66.12557010372655,520.796029576107,5218538.919024336,1491.8697324414716,34802.51881117531,132.21832622609853,0.0,1491.8697324414716,33318.93561780624,2994967.646810322,18FD80FA4316D4EB7619AD021FD397F277ABC851856581E063686801A6C22087,1.0,gappusin
480,0.0,6747.0,14609.0,27332.875,16511.09398042633,80.0,4.0,4.0,31270.791041388235,26655996.5,38.42892314471564,432.47214939230486,2491695.5824051667,1493.3927047896757,43780.73124103799,84.9625270538573,0.0,1493.3927047896757,39819.02824027729,0.0,190905847D0C5AE71A7E4CF669787D0D7928ABFFC9DF220BB81D0B9CAC60F6E1,1.0,gappusin
481,4599.0,6746.0,2274.0,17006.875,50083.83812444297,80.0,4.0,4.0,19321.57887094416,26477660.5,66.14971886369483,478.44272384476704,3682629.9435371775,1492.8496383707652,23665.52283641641,125.63542532423604,0.0,1492.8496383707652,23220.13257088286,1929073.052603256,1916CBDA84D30E91398AC6FDB5F22DB6C0171966949EAB37D8D558FDF014C3F9,1.0,gappusin
482,4605.0,6746.0,2158.0,10568.75,48938.02774632709,100.0,5.0,5.0,18719.5,26477660.5,78.618954616174,493.2515608056936,2730546.2396122552,1492.8496383707652,22331.02836639697,148.26529603637442,0.0,1492.8496383707652,21784.112107923484,1897637.7952755904,19275C5F5870D41A632C7A9278D8495048D7A28AD517F3D7F8576A5027B497DC,1.0,revmob
487,4605.0,6745.0,1983.0,9135.5,74378.01224436628,120.0,6.0,6.0,16361.5,5006363.0,95.95271450229326,474.6559280152308,3857618.3597917664,1491.869397993311,15526.003355661109,191.90542900458647,0.0,1491.869397993311,15517.211496884782,2052362.707535121,1999A718F73C0AB12508676E2697558F8B36A1BD48402946258A7C6FC98A74F1,1.0,revmob
488,4602.0,6745.0,2100.0,23840.28260869565,33816.196607743885,100.0,5.0,5.0,43547.94330976978,26477663.0,31.92762926732441,516.1374436208343,2947544.12747662,1492.8214049976427,47138.87706263868,68.96107006370465,0.0,1492.8214049976427,44793.28109787141,1632816.3284118213,19A4DB7AFE9FFBFE7D2951A2B0713CF293013465EB306B1C1CA47C9EA68E2CFD,1.0,dowgin
489,0.0,6747.0,26716.0,27372.8125,12669.546454345877,100.0,5.0,5.0,32858.40094506159,26655970.5,34.6242482237452,432.47214939230486,2581302.576669569,1493.624513933895,46152.85678920572,74.4116199811495,0.0,1493.624513933895,39940.59872714554,0.0,19A5C4015148AD50D7AFA863883998467AB630F7906C6C620E7E40433E83336B,1.0,apptrack
490,3214.0,6828.0,26026.0,27210.0,15662.393279409427,80.0,4.0,4.0,29194.06845111512,26655971.0,33.608926530886606,479.7105870466208,3308855.087105187,1493.5856668376853,41247.87999594646,78.51661452887964,0.0,1493.5856668376853,38782.89522297869,120887.57338837664,19AE6183D9821EBAD489141CD3F8BC5672A03938832C9AAF4AFD84CF7F23705E,1.0,gappusin
491,4604.5,6745.0,2633.0,20163.26797040169,36868.17328587696,80.0,4.0,4.0,21477.188340739674,6920176.0,48.63704664050721,550.3014238632106,3441305.704364067,1492.438370401164,28245.961825223567,111.77824635831556,0.0,1492.438370401164,32092.372097039777,1893112.5340651555,19AFF3A494A510E5368FB00A8C03F6993D6379E34661DAEE557BA14698BA639D,1.0,gappusin
495,2702.0,6746.0,1891.0,13777.555555555557,46473.482777474026,80.0,4.0,4.0,26001.07364656014,6911043.0,68.33635152219223,483.0105944749038,4030257.049378941,1491.958500669344,36290.91392927858,140.82285611283854,0.0,1491.958500669344,31928.19463604417,92560.05152960418,19CB5BE800F32C8CFCA76E38ED9CF60899DEB2AFDE5BC55FEAC2D64A7C3ADED2,1.0,airpush
498,4605.0,6744.0,6292.0,14776.545454545454,46917.46937939976,60.0,3.0,3.0,30812.10860012018,5006450.0,58.65274641485088,484.6164110330101,3386354.781824365,1491.9586680053546,43597.41453386666,120.4190583229639,0.0,1491.9586680053546,28527.9750797136,3001064.4292780664,19E8AFCD6A17CD5ABC0F483880B4B9A9C1B8D9385F3FF0A537F0984C6B7B33E4,1.0,gappusin
500,4599.0,6746.0,1927.0,10300.515795519816,79916.4131270369,80.0,4.0,4.0,15883.5,6911042.0,92.48432720954966,481.2861223817099,5134905.926276883,1491.9586680053546,20734.206627937325,193.0655400724564,0.0,1491.9586680053546,21303.585590224007,1571149.533386385,1A1EB24933F33B6695371C2B250BDBD5E131B7876B565683B4A2F8756C08A991,1.0,dowgin
503,4618.5,6715.0,2894.0,16899.686878278168,42254.81768709446,80.0,4.0,4.0,24180.45486243553,26477660.0,57.215622472766455,543.4139819079185,4178758.71701782,1493.6746866759102,32689.81674532553,130.29380479585706,0.0,1493.6746866759102,27836.182759594616,3995355.758875228,1A440C0C1498409A3B4753D67D2C0FB3EDF5EEE9F7894586E0914FE20BC3D863,1.0,opfake
505,0.0,6747.0,28289.0,26860.375,18589.35958453418,80.0,4.0,4.0,29289.36472557536,5006024.0,41.00750893052417,432.47214939230486,2595182.929192295,1488.721134230926,41828.82256814672,85.65928343755212,0.0,1488.721134230926,37981.64862855758,0.0,1A67D6C62B9D6FDF47D95450CC9AB36BD9A7AF935117D6851FAF02513038C0E2,1.0,smsreg
506,4599.0,6745.0,2108.0,8874.25,61026.168286292326,80.0,4.0,4.0,13537.160739567544,26477660.0,93.1392587149887,482.5185128237629,3549444.2326445403,1493.6746866759102,17617.60090868725,191.4529206919212,0.0,1493.6746866759102,16740.39109039496,1814213.9822325225,1A6CECB2C9B149FA39E56312FBE8C96CF7834DF506ABEA3F325367E80171EC91,1.0,gappusin
508,4599.5,6745.0,2050.0,19660.41875,22281.38168355885,100.0,5.0,5.0,22022.34961731422,26477660.5,25.89721801020424,515.7176102613943,4534567.323043989,1493.24430613687,29303.24795880253,56.78030821047848,0.0,1493.24430613687,18763.301876641257,936850.795424032,1AD861DAAB7B82C7AD357B311007ED0139D716E269B0689EDCCDFA9F540CCE60,1.0,gappusin
512,4619.0,6717.0,24691.0,25866.88888888889,29001.94010199585,75.0,3.75,3.75,28125.586954011666,26656000.5,39.59266210143606,622.4730835915065,6910679.612258458,1493.2763424313598,39055.733730179854,86.65591241715615,0.0,1493.2763424313598,36313.28485122294,6477571.365624901,1B2428BC25265E64A2F55B57FBE46195B68A6676A27F4B1D338051E56D2B8639,1.0,adwo
513,4606.0,6745.0,2462.0,10449.142857142857,84915.32262236062,80.0,4.0,4.0,17526.465570142132,6910811.0,102.537460352182,494.0341076459024,4957121.26619291,1491.958500669344,25774.187100555555,214.15986060139983,0.0,1491.958500669344,26185.17212867397,2843659.711075441,1B2FB0F9A52377C863490C7C9769ACE61ED13D07322ECE25ED8F4C64CB58D4EA,1.0,gappusin
514,0.0,6718.0,12962.0,25243.375,20017.269402681835,100.0,5.0,5.0,29889.912684913088,5005986.0,43.77159398636661,432.47214939230486,785450.1345231361,1489.4216227263437,41920.63719622473,90.40937364385938,0.0,1489.4216227263437,39906.0031196768,0.0,1B378E603799DD0DFE5693EDAEAD72464B0FA62B6118FDD6FA8307C9A8062A7D,1.0,youmi
515,4598.0,6745.0,2733.0,12127.883040935674,75056.79092606105,100.0,5.0,5.0,16098.803378439554,26477660.0,90.12760514726668,516.2565046182286,3393691.84679664,1493.6355480643758,22523.292002430066,196.29806379114743,0.0,1493.6355480643758,22395.530456882105,1851986.5018694447,1B3D06A54404A6B2FC46E60376F9CC0F13673C8EF8699414191906A58F789D84,1.0,leadbolt
516,0.0,6747.0,28302.0,25902.375,19426.0420363579,97.14285714285714,4.857142857142857,4.857142857142857,28823.540718203767,26655996.5,41.2376802430274,460.1807585922216,3918931.635583524,1493.5870439877947,40267.62249313956,82.91873963515754,0.0,1493.5870439877947,38109.71977214096,0.0,1B3F6F08257F183AD40EA296F108F8072132B0FDBC49BFB7975D2FFDB073638D,1.0,stopsms
517,4599.0,6746.0,2088.0,18873.681159420288,39793.90776440516,100.0,5.0,5.0,28925.29934801797,6910811.0,53.7517162155106,465.79733471198966,3245440.730077733,1491.8695652173913,38534.91697921564,110.1064794424726,0.0,1491.8695652173913,31123.43451762417,2460200.0869943453,1B4623AF140B15EBE01D02EE3997E4E667274DFD0DC6E49DA907291956BAE8C6,1.0,dowgin
518,0.0,6747.0,28108.0,23380.198863636364,20987.66139621887,80.0,4.0,4.0,28359.61075673373,26655996.5,47.3467933344256,432.47214939230486,1034583.0210979264,1493.625918124865,39675.620530567394,100.71022500239974,0.0,1493.625918124865,37964.657750408616,0.0,1B4A10747B2424F0D9173E8F05338F33246B344F870A67F59FF774EB2B9A1480,1.0,gappusin
519,3905.5,6746.0,2012.0,10599.736111111111,73452.45516938603,100.0,5.0,5.0,14423.41460395366,26477660.5,101.29708283933508,513.2412023155689,2484559.155081503,1493.2051909226798,18898.103861258794,196.63577425759385,0.0,1493.2051909226798,18930.777172431124,538520.0338811672,1B6E1E65B14D038A1D8AA457977511D06B66D19888EC4A6A9AFD9293566E1A88,1.0,smsreg
520,4599.0,6745.0,1910.0,14649.333333333332,53477.49777540522,80.0,4.0,4.0,21012.75964760349,26477663.0,70.58490290197608,524.915104989927,3229936.659851929,1493.5574403305604,26757.22852206928,142.66577724468254,0.0,1493.5574403305604,22143.63887557156,958216.8892038974,1B87556FF2C0C051A126B39898A8133FEEFCD254805D5A05A86305284E66D155,1.0,gappusin
521,0.0,6747.0,14200.0,27762.464076576576,17158.323615771544,100.0,5.0,5.0,30753.965315131027,26655970.5,37.57536673190211,432.47214939230486,1421360.3005398712,1493.585639834742,43430.58404158488,82.39721731608702,0.0,1493.585639834742,40607.92044535503,0.0,1B9F99BE303306FE905EB387C84828D354B432B87F43924CF18BD922C7DDDB8B,1.0,kuguo
524,2521.5,6746.0,2120.0,32846.72727272727,29725.562270263537,100.0,5.0,5.0,54247.95754156084,26477659.5,30.13360143107213,530.9589809452015,2177328.544492126,1493.674659489438,68472.4916593518,65.56660474265108,0.0,1493.674659489438,73655.68955878538,135092.4189659791,1BCB9ADB56F10E12BDBB6F4282DD8999F44C713320AC70B473A2630869A53FF4,1.0,stopsms
525,3672.5,6744.0,2435.0,8100.0,85615.60170169748,120.0,6.0,6.0,12357.18451304771,6911014.0,113.6191486138464,515.1345089652505,3693332.540917904,1491.958500669344,15360.220456498084,233.4312569552941,0.0,1491.958500669344,13747.200114364196,1284572.342126299,1BE784D8A008EFA59A48FCCE3B0D4EDDE3187E5C7CD1AF4DDB7AA42068FDC8FA,1.0,gappusin
526,4617.0,6745.0,1800.0,11007.631944444443,73960.00566307048,80.0,4.0,4.0,19201.81169426357,5006450.0,97.50469424951912,501.7403669277285,3121586.5119611747,1491.9583333333333,26653.240076914408,207.56400139966627,0.0,1491.9583333333333,26149.716139450706,3265856.657945268,1C00538254BF4EE32F757B9682DCBD8111582DE2B1CBA035D8312804CF3DF292,1.0,gappusin
529,4600.5,6748.0,31263.0,25609.395833333336,21418.084247343828,80.0,4.0,4.0,29286.02766218785,5005870.0,42.03923997294008,516.3263059156955,3284743.1588049945,1488.1267005076145,40839.25297168348,87.09281970678761,0.0,1488.1267005076145,38272.17332395825,101632.77674631108,1C37524169CE4A60B25E8A1926A7A3266B3923DF4832F1E2226726E8D9E6E25A,1.0,gappusin
530,0.0,6718.0,27425.0,27697.0,18364.826766700065,86.66666666666667,4.333333333333333,4.333333333333333,30096.19704006956,26656001.0,38.45858010922237,432.47214939230486,2210732.508298378,1493.0044266896998,42008.39213701829,82.59756293716933,0.0,1493.0044266896998,39456.62854825614,0.0,1C50272DCD873F3F54BFCF197A65FF5DC470E36F52201DF15E96BD94C956E6F3,1.0,airpush
532,569.5,6746.0,30631.0,26989.9375,18077.05754463005,80.0,4.0,4.0,29525.60561966323,26655970.5,37.79564824292832,432.47214939230486,4339755.569939603,1493.624513933895,40880.361940713534,84.24412276416355,0.0,1493.624513933895,38768.32726312269,18380.840829026663,1C77896D307434DC45FD405B86DF449D4B0B66CE059C26251F8A8AA44BBB65F8,1.0,smsreg
533,4599.0,6746.0,2069.0,8766.818181818182,78011.7863008405,80.0,4.0,4.0,10252.56751583069,14566052.0,105.3015837358194,432.47214939230486,2928294.609410432,1493.3447628458498,15260.391260957236,203.5830618892508,0.0,1493.3447628458498,12619.339049869272,1912754.466140424,1C8D6BC7CACEAF1384348B51F3F3748489B01F451B29E40497CEE635463782D8,1.0,dowgin
534,4606.0,6746.0,3772.0,11559.6,70684.83449814506,100.0,5.0,5.0,16717.254547257337,6911043.0,84.47016091565655,504.4956788714845,4236385.449416331,1491.8695652173913,22550.596267427805,158.67139154810388,0.0,1491.8695652173913,23724.693419515457,2728962.505325948,1CB8E10801937C6EC1E0ACFF4D85A6744737F80B388349C11EBB3F073D409BEC,1.0,pircob
535,4607.0,6716.0,1959.0,12463.263157894737,47355.52623914198,80.0,4.0,4.0,20589.104189002494,26477660.5,65.24646853489055,511.12996325316334,3149696.5526646366,1493.674713862382,28691.03820946865,149.7543326034298,0.0,1493.674713862382,27364.294341577675,2581526.1044176705,1CBB9F3702F148790589B9BC500EAEE4F1D843BFFD9674974F9F97521F1D7E29,1.0,youmi
536,4605.0,6744.0,2507.0,16934.580318232493,39244.78970962421,80.0,4.0,4.0,23897.05768895317,6911043.0,55.45716183140576,496.8732938110932,5446512.879510161,1491.994661327995,32939.26580427283,113.44563043132554,0.0,1491.994661327995,32022.637284403136,2707603.257413666,1CBD61A2F9A90F5638F8E91C4EC4D30FD6517B46D66D10B145DA52279CB923C7,1.0,gappusin
539,4618.0,6746.0,2312.0,12473.918181818182,61401.21088987513,80.0,4.0,4.0,20639.36559807112,6910869.0,80.98339856600286,482.7078155865988,3725305.9529743465,1491.958500669344,27970.49715698868,164.06420934481756,0.0,1491.958500669344,24257.846851632625,3742580.222875626,1CDFEBD46799C53B64BD18E6997F36ED0FB3D34C93DD6761FEE56F7713C48185,1.0,gappusin
540,4604.5,6745.0,1915.0,12335.443181818182,63757.98273483284,80.0,4.0,4.0,18821.08339773247,6911187.0,81.77282232334446,492.2773255221957,3501506.497538763,1491.9586680053546,25149.355972592195,161.04809211898265,0.0,1491.9586680053546,24327.28463551866,3074301.7302123336,1CEB63CFFEA79E494ADE410853207BFF0F841A0439A0A9942261A9BC69109C69,1.0,dowgin
543,4602.0,6746.0,2073.0,9267.113636363636,93173.28528452251,100.0,5.0,5.0,10958.31307312975,26477660.5,111.964943977584,492.6186661645799,3213652.445298191,1493.674713862382,14951.936101665564,263.2878272125272,0.0,1493.674713862382,13894.276264351973,711643.9789511093,1D16BE8FA5610EFBCBE06EC9A63A795A92AAE9A9AD04654E4C5D671F6C708320,1.0,gappusin
545,0.0,6745.0,30528.0,24958.875,19038.41329433856,113.75,5.6875,5.6875,30078.208208270345,26655970.5,41.449077607249706,432.47214939230486,1510134.7335777422,1493.5078979343864,41691.87777615369,90.83881101297996,0.0,1493.5078979343864,40123.02716371296,0.0,1D239AC5886F9A6C321F0CD520E5CF507D7BD97B72AEEC0A3A93F2CE1AF19F66,1.0,douwan
548,0.0,6746.0,994141.0,27294.625,18046.359132162903,75.0,3.75,3.75,32155.829075534217,26655970.5,34.41656277963457,432.47214939230486,4086364.3068645657,1493.5078979343864,43548.980708328585,72.65718809033964,0.0,1493.5078979343864,40437.99032812805,0.0,1D445819CDB5B2E7081112DCE12A0FFD87EDD3A67A6B65D1E01836004863D3BF,1.0,smsreg
551,2857.0,6745.0,1987.0,17618.46153846154,35046.221952172215,80.0,4.0,4.0,25816.76810645324,6910811.0,45.40980690384031,468.0722078012925,3666358.216938366,1492.2855359001042,33622.931386183445,103.17346089700038,0.0,1492.2855359001042,32005.365047167783,609595.7203755816,1D8CC731EEA881014D52B72D22DDAD32805C73E7615499ABEB9BB66E79D2D5AD,1.0,gappusin
552,3393.5,6746.0,2188.0,11080.5625,77452.0991372111,80.0,4.0,4.0,14991.591121483838,6911042.0,90.46013725574116,424.9860746961524,3842940.238639055,1491.9588353413656,19785.90367077589,202.7223157085052,0.0,1491.9588353413656,19104.517689281936,537799.1601831189,1D9DF8018B4122B4EBEB43CF8276936ACCC2110BC3B86C32A13415235528DE1B,1.0,gappusin
