index,bwd_byts_b_avg_max_443,bwd_byts_b_avg_median_443,bwd_byts_b_avg_max_5228,init_fwd_win_byts_sum_853,pkt_size_avg_median_443,fwd_blk_rate_avg_sum_443,subflow_bwd_byts_max_443,pkt_len_mean_median_443,bwd_pkt_len_max_sum_443,init_fwd_win_byts_sum_443,totlen_bwd_pkts_max_443,fwd_pkt_len_min_sum_443,pkt_len_max_sum_443,flow_byts_s_sum_80,bwd_pkt_len_mean_max_443,bwd_pkt_len_std_sum_443,flow_iat_std_median_443,pkt_size_avg_max_5228,flow_duration_sum_123,pkt_len_mean_max_5228,hash,malicious
1122,6911043.0,4419.0,6747.0,196605.0,433.5517241379312,62469895.59663026,8916873.0,433.5517241379312,84265.0,4127803.0,8916873.0,4362.0,94369.0,171528.72820056113,1491.745189894596,29511.86901233457,23065.299933016264,421.85,13749.0,421.85,2DCA33C4BC0350EE62D667E833E7351E4B9719D3D857323AA8BF734912B2DB3E,0.0
1123,6911014.0,4604.0,6745.0,196605.0,398.4090909090909,62176046.36594594,8915945.0,398.4090909090909,87668.0,4519710.0,8915945.0,4686.0,97936.0,95841.65417952598,1491.9586680053546,31494.225191198024,14062.188201965579,373.9565217391304,14003.0,373.9565217391304,2DCE45C852EA20F6731D30A4162FE920A9FBD4892D5193585DCD447F5F5EF4CE,1.0
1124,6911130.0,0.0,6748.0,131070.0,360.3378378378378,48269097.71747563,8921195.0,360.3378378378378,91839.0,5108872.0,8921195.0,5492.0,106161.0,210660.8836374444,1491.9277108433735,31971.431243615527,40673.71697083523,404.33333333333326,13755.0,404.33333333333326,2DE29134943F9FE91C2EFC9724E0839E19EA1F09A62106A1FCBA73AA48D8B22D,0.0
1125,26477664.0,4606.0,6715.0,196605.0,395.5555555555555,67349168.23679556,54944058.0,395.5555555555555,99421.0,5239860.0,54944058.0,5120.0,106999.0,39437.04592947284,1492.7364453464775,35008.214614513025,15551.147572328113,387.1818181818182,12900.0,387.1818181818182,2DE5AC54C344D8DF95B8BD66BE1D1F8C0B9EA7C8C5CC0155118BCA6F20490EFD,0.0
1126,26656000.0,0.0,6746.0,327675.0,207.42105263157902,233192133.62094948,89903868.0,207.42105263157902,475264.0,21559675.0,89903868.0,18871.0,485132.0,9507.50519773841,1476.4181963713986,144331.57534372393,33850.93735800284,374.0434782608696,142711.0,374.0434782608696,2DF5519A8E16E773B10AAFE96A7BA4C0860A6CCB4792DA4F265DDD1573C9B965,0.0
1127,26656000.0,0.0,6746.0,327675.0,315.3125,224471180.07557023,55311962.0,315.3125,198400.0,9697999.0,55311962.0,8952.0,208402.0,18001.949636429643,1493.6261071505726,66206.5981811657,36610.74474062443,373.7391304347826,83182.0,373.7391304347826,2DFBFA0DA29F402C6AB07298A49DFAF45254D3BA4E6A1FECBFB2EC0BDF1F2F6C,0.0
1128,6911041.0,4601.0,6747.0,196605.0,414.34375,73555165.06244871,8915945.0,414.34375,80659.0,4061700.0,8915945.0,4148.0,90702.0,174373.7296283248,1491.9586680053546,27733.492799606043,21651.239517256283,360.70833333333326,12905.0,360.70833333333326,2E0F89DA1421615FD53C0439156DC214EF57FE61F42E6F525C76719BCF3DCD7D,1.0
1129,6910808.0,4606.0,6745.0,131070.0,429.6521606816799,72903693.65044864,8921379.0,429.6521606816799,76548.0,3930630.0,8921379.0,4200.0,86462.0,152308.82015939333,1491.869397993311,26749.12060542862,24556.012402930104,373.9565217391304,12947.0,373.9565217391304,2E117C66CDF56D27073286D2B5111E36B09B20299CBA400C04A398CC49B75054,1.0
1130,26477660.0,4412.0,6747.0,131070.0,385.27777777777777,63337585.93864698,54941836.0,385.27777777777777,100988.0,5372400.0,54941836.0,5442.0,111242.0,110618.0928596218,1493.6746866759106,34590.535493446136,21517.46007704796,360.54166666666674,13777.0,360.54166666666674,2E15F6DB93529F8AF262329DB7D80B698E9AC590BFB66E7928D72A06162BD088,0.0
1131,26655997.0,0.0,6717.0,291340.0,207.42105263157902,274695934.8029049,74689413.0,207.42105263157902,397003.0,18739335.0,74689413.0,16551.0,408440.0,8171.301016042125,1481.741266685601,123502.935671934,34202.4582290631,372.5217391304348,154438.0,372.5217391304348,2E1960288E73501904025914FBFA0382D3DF4FD3EA938B9FE9DCDB0084B3FD6D,0.0
1132,6911042.0,4417.0,6745.0,196605.0,438.7272727272728,45413819.12565245,8915759.0,438.7272727272728,76360.0,4061533.0,8915759.0,4308.0,86863.0,56514.072431836845,1491.9275435073628,26288.125950221816,20407.06977728593,374.0,13214.0,374.0,2E1E2BD0631705E4B37F603F7A8BABE8DB9CF554CAC810893118614ED193C728,0.0
1133,6911043.0,4605.0,6746.0,196605.0,451.5,48162864.22584165,8915944.0,451.5,72863.0,3798825.0,8915944.0,3932.0,81114.0,147528.77565872698,1491.958500669344,25952.48773305178,17792.5,387.1818181818182,13153.0,387.1818181818182,2E212FD9A1DA32094B2F0628012496B8038BFBD098D7F2E239463FA225B2BAAC,1.0
1134,5005814.0,0.0,6747.0,356875.0,207.42105263157902,222970103.5241746,7303565.0,207.42105263157902,345005.0,15858335.0,7303565.0,13922.0,354340.0,12345.033081699077,1487.4877800407332,104373.10012562887,49368.999815471085,388.59090909090907,97643.0,388.59090909090907,2E22F8F88667664063080C378E84DC0F4D4E20EA67B8A6742BF949D6224CED1F,0.0
1135,26656000.0,0.0,6747.0,327675.0,207.42105263157902,151870292.4223113,70854223.0,207.42105263157902,447654.0,20575050.0,70854223.0,18294.0,460489.0,14396.029825291062,1493.5483609655994,141790.0482453273,37958.319031470855,373.86956521739125,140192.0,373.86956521739125,2E268C64F4C46A623F74F70C86411DB1B55CD6B1D84EB13B8CFE1F4361696AAA,0.0
1136,26655996.5,0.0,6746.0,327675.0,207.42105263157902,111055421.0553363,55311955.0,207.42105263157902,296542.0,14415401.0,55311955.0,13000.0,308475.0,13630.390171876377,1493.6259181248652,92686.61458160386,33359.6175221213,373.82608695652175,138681.0,373.82608695652175,2E2734A53AF0483C9052182EA1EAB7C084872DABF839B4C42DFDF239717985F8,1.0
1137,3509705.5,4619.5,6747.0,29200.0,390.771551724138,33088884.35144772,7287892.0,390.771551724138,45029.0,2097120.0,7287892.0,2048.0,48360.0,243230.4755454058,1489.7571545380213,16526.325509477454,64948.90367938024,373.86956521739125,148373.0,373.86956521739125,2E2A60026BCFFC4406471698FB665842B3251802E0A6B3F79BC5D8A9C45CFAC5,0.0
1138,26655996.5,0.0,6745.0,262140.0,328.7573099415205,179696272.02932438,91919403.0,328.7573099415205,197995.0,9239451.0,91919403.0,8385.0,204247.0,6662.898023393915,1492.1889719172354,64089.882094091794,34937.53896665356,373.7826086956522,72750.0,373.7826086956522,2E3C1F7B654D109C78E5BF6CB76C7630DBB419E7707910228CF9B766603FE578,0.0
1139,26656001.0,0.0,6825.0,7244715.0,207.42105263157902,5765583012.872438,110381150.0,207.42105263157902,6656432.0,313646465.0,110381150.0,295490.0,6909029.0,429697.4145931585,1493.6649833922934,2124968.365169539,32402.168791792614,404.57142857142856,3010862.0,404.57142857142856,2E3E3A3BDE2D28A5F04B44035F9BDA06F9CCA03B70D0A0CAD2DE09E14C1156B9,0.0
1140,26655970.5,0.0,6747.0,262140.0,207.42105263157902,74795553.62527633,55311849.0,207.42105263157902,434103.0,20248845.0,55311849.0,17860.0,446469.0,4976.6381419105155,1493.6633901325915,136965.93690103607,31328.579406307013,422.1,143615.0,422.1,2E3F8A1E620782D9EEDAC3D949209F110691C490D9DC34C429ABCF5A2539CEE8,1.0
1141,26477663.5,4412.0,6748.0,131070.0,396.9523809523809,79999730.20115641,54941843.0,396.9523809523809,97900.0,5242065.0,54941843.0,5120.0,106499.0,103609.4990696688,1493.674876981214,33345.54066566291,32958.0,374.0869565217391,9948.0,374.0869565217391,2E40ECFD50EA903EC994D9B97CC8F55FDCD341E3CCC409F54E57EFD60B340C53,1.0
1142,26656001.0,0.0,6746.0,1143295.0,325.7391304347826,645047203.404034,55312126.0,325.7391304347826,883656.0,43603527.0,55312126.0,40144.0,929930.0,444906.38286250154,1493.5872330083982,294989.5368098366,33740.15267969951,373.82608695652175,936352.0,373.82608695652175,2E484964C44823D70C5C136FA9735688449594662C0CFA0D140E10F1B96326FD,0.0
1143,26477659.5,4412.0,6745.0,131070.0,369.26666666666665,92322263.42603046,54943131.0,369.26666666666665,113514.0,5960745.0,54943131.0,5874.0,123352.0,112118.88188185492,1492.7359197978644,39332.392445991434,19628.7928632996,374.0,13160.0,374.0,2E48FBF4A4CA7E4D891A4A69E0B0A836B887BF1AB2E338FD6497A7F839021906,0.0
